核心客户号|签约日期|当前签约日期|零售签约产品代码|零售签约产品描述|签约口径说明
1100200215|2012/3/5|2012/3/5|20140|钱生钱B|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1506671939|2014/2/15|2016/2/18|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1515890500|2014/12/5|2014/12/5|60120|智家卡|小区金融，卡BIN为“621691”； 
1518114832|2015/1/15|2015/1/15|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1171213993|2007/12/8|2014/8/27|10102B|中期定期存款|产品包括一年、两年定期存款 余额>0
1159388988|2007/5/16|2007/5/17|60112|银联借记卡【金卡】|借记卡折一本通（卡bin622622 622616 621691) 
1282987910|2011/8/15|2015/5/20|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1525793777|2015/11/7|2015/11/7|10101|活期|活期：如客户名下所有活期存款账户余额>0，则该客户持有活期
1336141441|2012/11/23|2012/11/23|10123|增利系列（低流通性）理财|产品编号FSAA开头 且余额大于0
1523601134|2015/11/9|2015/11/9|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1510214781|2015/11/17|2015/11/17|10130|基金|基金：如客户名下所有基金市值>0，则该客户持有基金
1516455076|2016/3/10|2016/3/10|10132|债券型基金|基金交易流水表（产品属性为债券型 3,4）且市值>0
1257693728|2012/4/26|2015/10/31|10120|理财|理财：如客户名下所有理财余额>0，则该客户持有理财
1523906565|2015/8/19|2015/8/19|60114|商户卡|借记卡折一本通（卡bin622619）
1518251455|2015/12/15|2015/12/15|20120|账户及时通|SF2_CSR_PDT_AGT中客户为签约状态，则认为该客户签约
1527311440|2016/1/11|2016/1/11|60116|商隆卡|借记卡折一本通（卡bin622619）且CO_SIGN_NUM in ('0065','0066','0067')。
1510408650|2014/6/16|2014/6/16|20130|网银|SF9_PCIF 中客户状态为正常，则认为是签约客户
1505986312|2015/12/24|2015/12/24|10170|保险|保险（银保通）：如客户名下所有保费额>0，则该客户持有保险，但保险的数据质量不好，会有该客户有余额（首期保费+累计代扣金额-累计代付金额）但其签约日期没有统计到。
1524190143|2016/1/12|2016/1/12|10172|保障型保险|INSUR_CATE_CODE = '2'
1512966333|2014/9/7|2014/9/7|20140|钱生钱B|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1263557291|2011/1/28|2016/3/12|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1527911812|2016/2/13|2016/2/13|60120|智家卡|小区金融，卡BIN为“621691”； 
1505755018|2014/4/14|2014/4/14|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1515435061|2014/11/24|2015/11/26|10102B|中期定期存款|产品包括一年、两年定期存款 余额>0
1526974290|2016/2/22|2016/2/22|60112|银联借记卡【金卡】|借记卡折一本通（卡bin622622 622616 621691) 
1156926806|2007/6/28|2007/6/28|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1513737036|2014/9/27|2014/9/27|10101|活期|活期：如客户名下所有活期存款账户余额>0，则该客户持有活期
1505101731|2014/1/25|2014/1/25|10123|增利系列（低流通性）理财|产品编号FSAA开头 且余额大于0
1256276414|2012/5/8|2012/5/8|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1521417035|2015/5/25|2015/5/25|10130|基金|基金：如客户名下所有基金市值>0，则该客户持有基金
1515061331|2015/6/15|2015/11/17|10132|债券型基金|基金交易流水表（产品属性为债券型 3,4）且市值>0
1522970199|2015/7/21|2015/10/9|10120|理财|理财：如客户名下所有理财余额>0，则该客户持有理财
1526749525|2015/12/16|2015/12/16|60114|商户卡|借记卡折一本通（卡bin622619）
1518762153|2016/2/15|2016/2/15|20120|账户及时通|SF2_CSR_PDT_AGT中客户为签约状态，则认为该客户签约
1501584010|2016/2/16|2016/2/16|60116|商隆卡|借记卡折一本通（卡bin622619）且CO_SIGN_NUM in ('0065','0066','0067')。
1525793777|2015/11/22|2015/11/22|20130|网银|SF9_PCIF 中客户状态为正常，则认为是签约客户
1296741365|2016/1/21|2016/1/21|10170|保险|保险（银保通）：如客户名下所有保费额>0，则该客户持有保险，但保险的数据质量不好，会有该客户有余额（首期保费+累计代扣金额-累计代付金额）但其签约日期没有统计到。
1505885086|2016/2/6|2016/2/6|10172|保障型保险|INSUR_CATE_CODE = '2'
1512982845|2014/9/8|2014/9/8|20140|钱生钱B|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1514565132|2014/10/29|2015/11/13|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1527237515|2016/1/7|2016/1/7|60120|智家卡|小区金融，卡BIN为“621691”； 
1237337442|2013/4/26|2013/4/26|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1270472169|2012/12/28|2012/12/28|10102B|中期定期存款|产品包括一年、两年定期存款 余额>0
1327120597|2015/11/16|2015/11/16|60112|银联借记卡【金卡】|借记卡折一本通（卡bin622622 622616 621691) 
1505986312|2014/1/2|2014/1/2|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1527248842|0001/1/1|2016/1/7|10101|活期|活期：如客户名下所有活期存款账户余额>0，则该客户持有活期
1523229818|2015/7/21|2015/7/21|10123|增利系列（低流通性）理财|产品编号FSAA开头 且余额大于0
1270472169|2012/5/28|2013/7/2|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1514674595|2016/3/22|2016/3/22|10130|基金|基金：如客户名下所有基金市值>0，则该客户持有基金
1147843621|2014/7/7|2016/3/9|10132|债券型基金|基金交易流水表（产品属性为债券型 3,4）且市值>0
1256169664|2013/8/14|2013/8/14|10120|理财|理财：如客户名下所有理财余额>0，则该客户持有理财
1527868536|2016/2/4|2016/2/4|60114|商户卡|借记卡折一本通（卡bin622619）
1505732078|2013/12/21|2013/12/21|20120|账户及时通|SF2_CSR_PDT_AGT中客户为签约状态，则认为该客户签约
1527973262|2016/2/17|2016/2/17|60116|商隆卡|借记卡折一本通（卡bin622619）且CO_SIGN_NUM in ('0065','0066','0067')。
1142226698|2014/3/18|2014/3/18|20130|网银|SF9_PCIF 中客户状态为正常，则认为是签约客户
1527950317|2016/2/16|2016/2/16|10170|保险|保险（银保通）：如客户名下所有保费额>0，则该客户持有保险，但保险的数据质量不好，会有该客户有余额（首期保费+累计代扣金额-累计代付金额）但其签约日期没有统计到。
1182301677|2016/2/19|2016/2/19|10172|保障型保险|INSUR_CATE_CODE = '2'
1506496284|2014/1/28|2014/1/28|20140|钱生钱B|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1317895957|2012/6/29|2013/7/14|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1515577031|2014/11/27|2014/11/27|60120|智家卡|小区金融，卡BIN为“621691”； 
1280909291|2012/11/2|2012/11/2|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1509827899|2014/11/18|2014/11/18|10102B|中期定期存款|产品包括一年、两年定期存款 余额>0
1237301824|2010/3/7|2016/1/20|60112|银联借记卡【金卡】|借记卡折一本通（卡bin622622 622616 621691) 
1142282558|2014/11/17|2014/11/17|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1318264399|2015/12/17|2015/12/17|10101|活期|活期：如客户名下所有活期存款账户余额>0，则该客户持有活期
1511567115|2014/7/21|2014/7/21|10123|增利系列（低流通性）理财|产品编号FSAA开头 且余额大于0
1513917050|2014/10/8|2014/10/8|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1515566415|2015/6/16|2016/3/16|10130|基金|基金：如客户名下所有基金市值>0，则该客户持有基金
1289604513|2015/10/27|2016/1/29|10132|债券型基金|基金交易流水表（产品属性为债券型 3,4）且市值>0
1526974290|2016/1/11|2016/1/11|10120|理财|理财：如客户名下所有理财余额>0，则该客户持有理财
1526330175|2015/11/28|2015/11/28|60114|商户卡|借记卡折一本通（卡bin622619）
1527691695|2016/1/27|2016/1/27|20120|账户及时通|SF2_CSR_PDT_AGT中客户为签约状态，则认为该客户签约
1527750199|2016/1/29|2016/1/29|60116|商隆卡|借记卡折一本通（卡bin622619）且CO_SIGN_NUM in ('0065','0066','0067')。
1522364208|2015/6/17|2015/6/17|20130|网银|SF9_PCIF 中客户状态为正常，则认为是签约客户
1506165934|2015/10/16|2015/10/16|10170|保险|保险（银保通）：如客户名下所有保费额>0，则该客户持有保险，但保险的数据质量不好，会有该客户有余额（首期保费+累计代扣金额-累计代付金额）但其签约日期没有统计到。
1106464863|2016/1/5|2016/1/5|10172|保障型保险|INSUR_CATE_CODE = '2'
1513443626|2014/9/21|2014/9/21|20140|钱生钱B|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1270619819|2011/11/13|2014/8/27|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1516180217|2014/12/13|2014/12/13|60120|智家卡|小区金融，卡BIN为“621691”； 
1301613548|2013/4/24|2013/4/24|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1200518717|2011/7/16|2013/2/14|10102B|中期定期存款|产品包括一年、两年定期存款 余额>0
1505936532|2013/12/30|2013/12/30|60112|银联借记卡【金卡】|借记卡折一本通（卡bin622622 622616 621691) 
1518251455|2015/12/15|2015/12/15|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1511211218|2014/7/6|2015/12/10|10101|活期|活期：如客户名下所有活期存款账户余额>0，则该客户持有活期
1516758338|2015/1/5|2015/1/5|10123|增利系列（低流通性）理财|产品编号FSAA开头 且余额大于0
1502228766|2013/7/29|2013/7/29|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1208108378|2016/2/2|2016/2/2|10130|基金|基金：如客户名下所有基金市值>0，则该客户持有基金
1519309109|2015/11/17|2015/11/17|10132|债券型基金|基金交易流水表（产品属性为债券型 3,4）且市值>0
1172726612|2016/2/4|2016/2/4|10120|理财|理财：如客户名下所有理财余额>0，则该客户持有理财
1342251899|2012/12/25|2012/12/25|60114|商户卡|借记卡折一本通（卡bin622619）
1527914899|2016/2/14|2016/2/14|20120|账户及时通|SF2_CSR_PDT_AGT中客户为签约状态，则认为该客户签约
1527263116|2016/1/8|2016/1/8|60116|商隆卡|借记卡折一本通（卡bin622619）且CO_SIGN_NUM in ('0065','0066','0067')。
1121313781|2011/10/24|2011/10/24|20130|网银|SF9_PCIF 中客户状态为正常，则认为是签约客户
1519271393|2016/2/6|2016/2/6|10170|保险|保险（银保通）：如客户名下所有保费额>0，则该客户持有保险，但保险的数据质量不好，会有该客户有余额（首期保费+累计代扣金额-累计代付金额）但其签约日期没有统计到。
1519046033|2016/2/3|2016/2/6|10172|保障型保险|INSUR_CATE_CODE = '2'
1260363638|2010/12/22|2010/12/22|20140|钱生钱B|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1100844524|2005/2/4|2015/1/3|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1209553991|2014/9/22|2014/9/22|60120|智家卡|小区金融，卡BIN为“621691”； 
1060552069|2012/6/12|2012/6/12|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1516757545|2015/1/4|2016/1/21|10102B|中期定期存款|产品包括一年、两年定期存款 余额>0
1512763675|2014/8/31|2014/8/31|60112|银联借记卡【金卡】|借记卡折一本通（卡bin622622 622616 621691) 
1518762153|2016/2/15|2016/2/15|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1512281752|2014/8/15|2016/1/15|10101|活期|活期：如客户名下所有活期存款账户余额>0，则该客户持有活期
1165910535|2012/2/28|2012/2/28|10123|增利系列（低流通性）理财|产品编号FSAA开头 且余额大于0
1506308906|2014/1/20|2014/1/20|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1076254466|2013/4/22|2016/3/22|10130|基金|基金：如客户名下所有基金市值>0，则该客户持有基金
1515165554|2015/5/26|2015/11/12|10132|债券型基金|基金交易流水表（产品属性为债券型 3,4）且市值>0
1506026337|2014/8/21|2014/8/21|10120|理财|理财：如客户名下所有理财余额>0，则该客户持有理财
1527916188|2016/2/14|2016/2/14|60114|商户卡|借记卡折一本通（卡bin622619）
1521798879|2015/5/30|2015/11/13|20120|账户及时通|SF2_CSR_PDT_AGT中客户为签约状态，则认为该客户签约
1500060200|2016/2/13|2016/2/13|60116|商隆卡|借记卡折一本通（卡bin622619）且CO_SIGN_NUM in ('0065','0066','0067')。
1503626906|2013/9/29|2013/9/29|20130|网银|SF9_PCIF 中客户状态为正常，则认为是签约客户
1088748094|2016/1/6|2016/1/6|10170|保险|保险（银保通）：如客户名下所有保费额>0，则该客户持有保险，但保险的数据质量不好，会有该客户有余额（首期保费+累计代扣金额-累计代付金额）但其签约日期没有统计到。
1142168868|2016/2/15|2016/2/15|10172|保障型保险|INSUR_CATE_CODE = '2'
1521204095|2015/5/10|2015/5/10|20140|钱生钱B|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1522011007|2015/6/6|2015/6/6|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1513453704|2014/9/21|2014/9/21|60120|智家卡|小区金融，卡BIN为“621691”； 
1520341242|2015/4/7|2015/4/7|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1525536657|2015/10/28|2015/10/28|10102B|中期定期存款|产品包括一年、两年定期存款 余额>0
1296742356|2012/6/4|2014/9/1|60112|银联借记卡【金卡】|借记卡折一本通（卡bin622622 622616 621691) 
1505732078|2013/12/21|2013/12/21|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1527467838|2016/1/18|2016/1/18|10101|活期|活期：如客户名下所有活期存款账户余额>0，则该客户持有活期
1501060695|2013/7/17|2013/7/17|10123|增利系列（低流通性）理财|产品编号FSAA开头 且余额大于0
1527638013|2016/3/14|2016/3/14|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1510367831|2015/5/26|2016/3/22|10130|基金|基金：如客户名下所有基金市值>0，则该客户持有基金
1298853869|2014/10/27|2015/7/14|10132|债券型基金|基金交易流水表（产品属性为债券型 3,4）且市值>0
1525347190|2015/10/22|2016/2/4|10120|理财|理财：如客户名下所有理财余额>0，则该客户持有理财
1525601901|2015/10/30|2015/10/30|60114|商户卡|借记卡折一本通（卡bin622619）
1527803827|2016/2/1|2016/2/1|20120|账户及时通|SF2_CSR_PDT_AGT中客户为签约状态，则认为该客户签约
1527956991|2016/2/16|2016/2/16|60116|商隆卡|借记卡折一本通（卡bin622619）且CO_SIGN_NUM in ('0065','0066','0067')。
1505755018|2013/12/23|2013/12/23|20130|网银|SF9_PCIF 中客户状态为正常，则认为是签约客户
1527951556|2016/2/16|2016/2/16|10170|保险|保险（银保通）：如客户名下所有保费额>0，则该客户持有保险，但保险的数据质量不好，会有该客户有余额（首期保费+累计代扣金额-累计代付金额）但其签约日期没有统计到。
1159121855|2016/1/30|2016/1/30|10172|保障型保险|INSUR_CATE_CODE = '2'
1507490181|2016/1/1|2016/1/1|20140|钱生钱B|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1528026859|2016/2/19|2016/2/25|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1153004452|2015/8/4|2015/8/4|60120|智家卡|小区金融，卡BIN为“621691”； 
1513991659|2014/10/10|2014/10/10|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1500195811|2013/3/26|2013/5/21|10102B|中期定期存款|产品包括一年、两年定期存款 余额>0
1509332379|2014/5/13|2015/12/31|60112|银联借记卡【金卡】|借记卡折一本通（卡bin622622 622616 621691) 
1527691695|2016/1/27|2016/1/27|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1513977987|2014/10/10|2015/5/21|10101|活期|活期：如客户名下所有活期存款账户余额>0，则该客户持有活期
1516329523|2014/12/19|2014/12/19|10123|增利系列（低流通性）理财|产品编号FSAA开头 且余额大于0
1257693728|2012/4/26|2015/10/31|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1188351758|2016/3/1|2016/3/1|10130|基金|基金：如客户名下所有基金市值>0，则该客户持有基金
1120480465|2013/4/22|2016/3/21|10132|债券型基金|基金交易流水表（产品属性为债券型 3,4）且市值>0
1258413983|2013/6/7|2014/1/28|10120|理财|理财：如客户名下所有理财余额>0，则该客户持有理财
1527731757|2016/1/28|2016/1/28|60114|商户卡|借记卡折一本通（卡bin622619）
1513470438|2014/9/22|2014/9/22|20120|账户及时通|SF2_CSR_PDT_AGT中客户为签约状态，则认为该客户签约
1527026009|2015/12/28|2015/12/28|60116|商隆卡|借记卡折一本通（卡bin622619）且CO_SIGN_NUM in ('0065','0066','0067')。
1508313356|2014/8/20|2014/8/20|20130|网银|SF9_PCIF 中客户状态为正常，则认为是签约客户
1526621461|2016/2/17|2016/2/17|10170|保险|保险（银保通）：如客户名下所有保费额>0，则该客户持有保险，但保险的数据质量不好，会有该客户有余额（首期保费+累计代扣金额-累计代付金额）但其签约日期没有统计到。
1511465190|2016/2/5|2016/2/5|10172|保障型保险|INSUR_CATE_CODE = '2'
1282552937|2011/8/10|2011/8/10|20140|钱生钱B|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1131294113|2006/9/5|2014/7/14|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1506855700|2014/2/24|2014/2/24|60120|智家卡|小区金融，卡BIN为“621691”； 
1527689830|2016/1/27|2016/1/27|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1514407801|2014/10/24|2014/10/24|10102B|中期定期存款|产品包括一年、两年定期存款 余额>0
1506523792|2014/2/7|2014/2/7|60112|银联借记卡【金卡】|借记卡折一本通（卡bin622622 622616 621691) 
1527914899|2016/2/14|2016/2/14|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1505882017|2013/12/27|2013/12/27|10101|活期|活期：如客户名下所有活期存款账户余额>0，则该客户持有活期
1326543986|2014/9/26|2014/9/26|10123|增利系列（低流通性）理财|产品编号FSAA开头 且余额大于0
1522970199|2015/7/21|2015/10/9|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1243592051|2014/11/4|2016/3/21|10130|基金|基金：如客户名下所有基金市值>0，则该客户持有基金
1511923171|2016/2/17|2016/3/18|10132|债券型基金|基金交易流水表（产品属性为债券型 3,4）且市值>0
1268867518|2011/3/30|2011/3/30|10120|理财|理财：如客户名下所有理财余额>0，则该客户持有理财
1527314421|2016/1/11|2016/1/11|60114|商户卡|借记卡折一本通（卡bin622619）
1151381912|2016/1/14|2016/1/14|20120|账户及时通|SF2_CSR_PDT_AGT中客户为签约状态，则认为该客户签约
1142155355|2016/1/26|2016/1/26|60116|商隆卡|借记卡折一本通（卡bin622619）且CO_SIGN_NUM in ('0065','0066','0067')。
1514539547|2014/10/28|2014/10/28|20130|网银|SF9_PCIF 中客户状态为正常，则认为是签约客户
1521798879|2016/1/20|2016/1/22|10170|保险|保险（银保通）：如客户名下所有保费额>0，则该客户持有保险，但保险的数据质量不好，会有该客户有余额（首期保费+累计代扣金额-累计代付金额）但其签约日期没有统计到。
1513184613|2015/7/28|2015/7/28|10172|保障型保险|INSUR_CATE_CODE = '2'
1525093051|2015/10/10|2015/10/10|20140|钱生钱B|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1288028215|2012/1/8|2015/9/25|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1506945589|2015/4/8|2015/4/8|60120|智家卡|小区金融，卡BIN为“621691”； 
1524340241|2015/9/7|2015/9/7|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1506093313|2014/1/16|2014/3/26|10102B|中期定期存款|产品包括一年、两年定期存款 余额>0
1167254761|2007/8/4|2007/8/4|60112|银联借记卡【金卡】|借记卡折一本通（卡bin622622 622616 621691) 
1521798879|2015/5/30|2015/11/13|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1262358127|2011/4/13|2016/1/11|10101|活期|活期：如客户名下所有活期存款账户余额>0，则该客户持有活期
1519238606|2015/2/14|2015/2/14|10123|增利系列（低流通性）理财|产品编号FSAA开头 且余额大于0
1256169664|2013/8/14|2013/8/14|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1209553991|2016/3/22|2016/3/22|10130|基金|基金：如客户名下所有基金市值>0，则该客户持有基金
1266120473|2014/7/7|2015/12/29|10132|债券型基金|基金交易流水表（产品属性为债券型 3,4）且市值>0
1269663419|2011/4/8|2011/4/8|10120|理财|理财：如客户名下所有理财余额>0，则该客户持有理财
1526884142|2015/12/22|2015/12/22|60114|商户卡|借记卡折一本通（卡bin622619）
1512281752|2014/8/26|2016/1/15|20120|账户及时通|SF2_CSR_PDT_AGT中客户为签约状态，则认为该客户签约
1527498604|2016/1/19|2016/1/19|60116|商隆卡|借记卡折一本通（卡bin622619）且CO_SIGN_NUM in ('0065','0066','0067')。
1280909291|2011/7/25|2011/7/25|20130|网银|SF9_PCIF 中客户状态为正常，则认为是签约客户
1527803827|2016/2/1|2016/2/1|10170|保险|保险（银保通）：如客户名下所有保费额>0，则该客户持有保险，但保险的数据质量不好，会有该客户有余额（首期保费+累计代扣金额-累计代付金额）但其签约日期没有统计到。
1527875972|2016/2/5|2016/2/5|10172|保障型保险|INSUR_CATE_CODE = '2'
1527272336|2016/1/8|2016/1/8|20140|钱生钱B|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1184351140|2012/4/30|2016/2/16|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1509081982|2014/5/5|2015/1/7|60120|智家卡|小区金融，卡BIN为“621691”； 
1176057131|2013/11/8|2013/11/8|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1321690322|2013/1/29|2015/10/3|10102B|中期定期存款|产品包括一年、两年定期存款 余额>0
1204281971|2008/8/25|2008/8/25|60112|银联借记卡【金卡】|借记卡折一本通（卡bin622622 622616 621691) 
1527803827|2016/2/1|2016/2/1|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1518817501|2015/1/27|2015/1/27|10101|活期|活期：如客户名下所有活期存款账户余额>0，则该客户持有活期
1136995605|2012/2/13|2013/1/30|10123|增利系列（低流通性）理财|产品编号FSAA开头 且余额大于0
1526974290|2016/1/11|2016/1/11|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1301618941|2016/3/18|2016/3/21|10130|基金|基金：如客户名下所有基金市值>0，则该客户持有基金
1332168946|2016/3/3|2016/3/22|10132|债券型基金|基金交易流水表（产品属性为债券型 3,4）且市值>0
1519244545|2015/2/14|2015/2/14|10120|理财|理财：如客户名下所有理财余额>0，则该客户持有理财
1205971242|2015/8/20|2015/8/20|60114|商户卡|借记卡折一本通（卡bin622619）
1527853993|2016/2/3|2016/2/3|20120|账户及时通|SF2_CSR_PDT_AGT中客户为签约状态，则认为该客户签约
1524302216|2015/9/6|2015/9/6|60116|商隆卡|借记卡折一本通（卡bin622619）且CO_SIGN_NUM in ('0065','0066','0067')。
1301613548|2012/2/25|2012/2/25|20130|网银|SF9_PCIF 中客户状态为正常，则认为是签约客户
1513470438|2016/2/14|2016/2/14|10170|保险|保险（银保通）：如客户名下所有保费额>0，则该客户持有保险，但保险的数据质量不好，会有该客户有余额（首期保费+累计代扣金额-累计代付金额）但其签约日期没有统计到。
1170359974|2016/2/16|2016/2/16|10172|保障型保险|INSUR_CATE_CODE = '2'
1093730490|2010/3/29|2010/3/29|20140|钱生钱B|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1217870360|2009/5/7|2014/3/7|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1511440953|2014/7/15|2015/7/28|60120|智家卡|小区金融，卡BIN为“621691”； 
1501742624|2013/6/30|2013/6/30|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1168881509|2011/11/25|2015/3/12|10102B|中期定期存款|产品包括一年、两年定期存款 余额>0
1510545499|2015/2/2|2015/2/15|60112|银联借记卡【金卡】|借记卡折一本通（卡bin622622 622616 621691) 
1513470438|2014/9/22|2014/9/22|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1500024855|2013/1/17|2016/2/24|10101|活期|活期：如客户名下所有活期存款账户余额>0，则该客户持有活期
1179602698|2014/5/13|2014/5/13|10123|增利系列（低流通性）理财|产品编号FSAA开头 且余额大于0
1172726612|2016/2/4|2016/2/4|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1153004452|2015/9/9|2015/9/9|10130|基金|基金：如客户名下所有基金市值>0，则该客户持有基金
1277895591|2015/6/25|2016/3/1|10132|债券型基金|基金交易流水表（产品属性为债券型 3,4）且市值>0
1514333657|2014/11/16|2014/11/16|10120|理财|理财：如客户名下所有理财余额>0，则该客户持有理财
1518630225|2015/12/28|2016/2/27|60114|商户卡|借记卡折一本通（卡bin622619）
1527467838|2016/1/18|2016/1/18|20120|账户及时通|SF2_CSR_PDT_AGT中客户为签约状态，则认为该客户签约
1502467374|2016/1/19|2016/1/19|60116|商隆卡|借记卡折一本通（卡bin622619）且CO_SIGN_NUM in ('0065','0066','0067')。
1510174393|2014/6/9|2014/6/9|20130|网银|SF9_PCIF 中客户状态为正常，则认为是签约客户
1265478983|0001/1/1|2016/1/5|10170|保险|保险（银保通）：如客户名下所有保费额>0，则该客户持有保险，但保险的数据质量不好，会有该客户有余额（首期保费+累计代扣金额-累计代付金额）但其签约日期没有统计到。
1505936532|2016/1/5|2016/1/5|10172|保障型保险|INSUR_CATE_CODE = '2'
1204949426|2011/7/26|2015/7/10|20140|钱生钱B|T03_MPM_CONTR中客户为有效客户，则认为该客户签约
1522545624|2015/6/23|2016/2/17|10102|定期|定期：如客户名下所有定期存款账户余额>0，则该客户持有定期
1513437868|2014/9/21|2014/9/21|60120|智家卡|小区金融，卡BIN为“621691”； 
1505412172|2014/2/18|2014/2/18|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1515185820|2015/7/26|2015/7/26|10102B|中期定期存款|产品包括一年、两年定期存款 余额>0
1295328046|2011/12/19|2015/6/10|60112|银联借记卡【金卡】|借记卡折一本通（卡bin622622 622616 621691) 
1502192024|2013/7/26|2013/7/26|60111|银联借记卡【普卡】|借记卡折一本通（卡bin622620 900003 622622 623258 623255 622619 621692 621691 415599 622618 622617 622615)    
1527185833|2016/1/5|2016/1/5|10101|活期|活期：如客户名下所有活期存款账户余额>0，则该客户持有活期
1134182339|2013/9/30|2013/9/30|10123|增利系列（低流通性）理财|产品编号FSAA开头 且余额大于0
1506026337|2014/8/21|2014/8/21|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
