I_CODE	A_TYPE	M_TYPE	PRODUCT_CYCLIC	RISK_GRADE	COLLECT_CURRENCY	COLLECT_DATE_BEG	COLLECT_DATE_END	BASE_SALE_AMOUNT	REDEEM_SETTLE_ACCOUNT_NAME	REP_MTR_DATE	REP_RTN_RATE	REP_BEG_DATE	START_DT
FSAA15184D	SPT_LBS	X_CNBD		2	CNY	2015-04-15	2015-04-15	1000000.000000	非凡资产管理4个月增利尊享款	2015-08-24	0.054000	2015-04-20	2015/12/21
FGAA15523A	SPT_LBS	X_CNBD		2	CNY	2015-07-23	2015-07-23	500000.000000	非凡资产管理35天增利对公款	2015-08-31	0.049000	2015-07-27	2015/10/15
FSAA14288D	SPT_LBS	X_CNBD		2	CNY	2014-09-22	2014-09-22	1000000.000000	非凡资产管理双月增利尊享款	2014-11-25	0.054000	2014-09-25	2015/10/15
FSAA16127K	SPT_LBS	X_CNBD		2	CNY	2016-03-25	2016-03-25	50000.000000	非凡资产管理35天增利普通款	2016-05-06	0.044500	2016-04-01	2016/3/23
FGAA15334C	SPT_LBS	X_CNBD		2	CNY	2015-05-14	2015-05-14	100000000.000000	非凡资产管理季增利对公款	2015-08-13	0.052000	2015-05-14	2015/12/21
FSAA14282M	SPT_LBS	X_CNBD		2	CNY	2014-09-18	2014-09-18	50000.000000	非凡资产管理双月增利普通款	2014-11-25	0.053500	2014-09-25	2015/10/15
FSAA1529NA	SPT_LBS	X_CNBD		2	CNY	2015-04-10	2015-04-10	50000.000000	非凡资产管理季增利普通款	2015-07-16	0.055500	2015-04-16	2015/12/21
FGAA15731Z	SPT_LBS	X_CNBD		2	CNY	2015-12-16	2015-12-16	100000000.000000	非凡资产管理半年增利对公款	2016-07-20	0.044500	2015-12-16	2015/12/21
FGAA14149E	SPT_LBS	X_CNBD		2	CNY	2014-10-10	2014-10-10	100000000.000000	非凡资产管理35天增利对公款	2014-11-14	0.052000	2014-10-10	2015/10/15
FGAA15023A	SPT_LBS	X_CNBD		2	CNY	2015-01-09	2015-01-09	500000.000000	非凡资产管理双月增利普通款	2015-03-12	0.052000	2015-01-12	2015/12/21
FGAA14003T	SPT_LBS	X_CNBD	113	2	CNY	2014-01-16	2014-01-20	10000000.000000		2014-04-21	0.057000	2014-01-21	2015/10/15
FGAA16099C	SPT_LBS	X_CNBD		2	CNY	2016-03-17	2016-03-17	100000000.000000	非凡资产管理季增利对公款	2016-06-24	0.039000	2016-03-17	2016/3/23
FSAA1615GB	SPT_LBS	X_CNBD		2	CNY	2016-03-04	2016-03-04	50000.000000	非凡资产管理双月增利普通款	2016-05-11	0.046500	2016-03-11	2016/3/3
FSAA15457A	SPT_LBS	X_CNBD		2	CNY	2015-09-24	2015-09-24	50000.000000	非凡资产管理35天增利普通款	2015-11-03	0.047500	2015-09-29	2015/10/15
FSAA16147B	SPT_LBS	X_CNBD		2	CNY	2016-04-07	2016-04-07	200000.000000	非凡资产管理季增利高端款	2016-07-12	0.043000	2016-04-12	2016/4/7
FSAA14273M	SPT_LBS	X_CNBD		2	CNY	2014-09-11	2014-09-11	50000.000000	非凡资产管理35天增利普通款	2014-10-23	0.054000	2014-09-18	2015/10/15
FSAA159DAA	SPT_LBS	X_CNBD		2	CNY	2015-12-24	2015-12-24	50000.000000	非凡资产管理35天增利普通款	2016-02-03	0.045500	2015-12-30	2015/12/23
FSAA14385A	SPT_LBS	X_CNBD		2	CNY	2014-11-18	2014-11-18	50000.000000	非凡资产管理季增利普通款	2015-02-26	0.051000	2014-11-21	2015/10/15
FSAA16153M	SPT_LBS	X_CNBD		2	CNY	2016-04-08	2016-04-08	100000.000000	非凡资产管理季增利普通款	2016-07-15	0.043500	2016-04-15	2016/4/7
FSAA15378A	SPT_LBS	X_CNBD		2	CNY	2015-08-05	2015-08-05	50000.000000	非凡资产管理半年增利普通款	2016-02-15	0.052000	2015-08-10	2015/10/15
FSAA13195A	SPT_LBS	X_CNBD	099	2	CNY	2013-10-10	2013-10-14	50000.000000		2013-11-19	0.048000	2013-10-09	2015/10/15
FGAA15373D	SPT_LBS	X_CNBD		2	CNY	2015-05-28	2015-05-28	100000000.000000	非凡资产管理季增利对公款	2015-08-27	0.048000	2015-05-28	2015/10/15
FGAA16108Z	SPT_LBS	X_CNBD		2	CNY	2016-03-24	2016-03-24	500000.000000	非凡资产管理35天增利对公款	2016-05-03	0.035000	2016-03-24	2016/3/31
FSAA14296B	SPT_LBS	X_CNBD		2	CNY	2014-09-25	2014-09-25	200000.000000	非凡资产管理4个月增利高端款	2015-02-02	0.055000	2014-09-29	2015/10/15
FSAA1583YA	SPT_LBS	X_CNBD		2	CNY	2015-10-16	2015-10-16	50000.000000	非凡资产管理半年增利普通款	2016-04-22	0.049500	2015-10-22	2015/10/19
FSAA1535XE	SPT_LBS	X_CNBD		2	CNY	2015-04-30	2015-04-30	10000000.000000	非凡资产管理半年增利普通款	2015-11-09	0.057500	2015-05-07	2015/10/15
FGAA15532J	SPT_LBS	X_CNBD		2	CNY	2015-07-30	2015-07-30	500000.000000	非凡资产管理35天增利对公款	2015-09-06	0.054000	2015-07-30	2015/10/15
FSAB11001A	SPT_DED	X_CNBD	0	2	CNY	2011-11-08	2011-11-08	50000.000000	非凡资产管理周增利周三普通款	2016-04-01	0.025000	2011-11-09	2016/3/22
FGFA15005A	SPT_LBS	X_CNBD		1	CNY	2015-01-14	2015-01-14	500000.000000	非凡资产管理双月保本对公款	2015-03-30	0.042500	2015-01-21	2015/10/15
FSAA14320A	SPT_LBS	X_CNBD		2	CNY	2014-10-09	2014-10-09	50000.000000	非凡资产管理4个月增利普通款	2015-02-17	0.051500	2014-10-14	2015/10/15
FGAA15582A	SPT_LBS	X_CNBD		2	CNY	2015-09-10	2015-09-10	500000.000000	非凡资产管理双月增利对公款	2015-11-16	0.046000	2015-09-14	2015/10/15
FGAA15238C	SPT_LBS	X_CNBD		2	CNY	2015-04-08	2015-04-08	100000000.000000	非凡资产管理季增利对公款	2015-07-09	0.055500	2015-04-08	2015/12/21
FSAA14359D	SPT_LBS	X_CNBD		2	CNY	2014-11-03	2014-11-03	1000000.000000	非凡资产管理35天增利尊享款	2014-12-11	0.051500	2014-11-06	2015/10/15
FSAA1583RA	SPT_LBS	X_CNBD		2	CNY	2015-10-15	2015-10-15	50000.000000	非凡资产管理4个月增利普通款	2016-02-25	0.049500	2015-10-22	2015/10/19
FSAA15288B	SPT_LBS	X_CNBD		2	CNY	2015-06-15	2015-06-15	200000.000000	非凡资产管理半年增利高端款	2015-12-18	0.053000	2015-06-18	2015/10/15
FSAA1585EB	SPT_LBS	X_CNBD		2	CNY	2015-10-22	2015-10-22	100000.000000	非凡资产管理双月增利普通款	2015-12-29	0.047500	2015-10-29	2015/10/20
FSAA15386B	SPT_LBS	X_CNBD		2	CNY	2015-08-12	2015-08-12	200000.000000	非凡资产管理双月增利高端款	2015-10-19	0.050500	2015-08-18	2015/10/15
FSAA14146N	SPT_LBS	X_CNBD	131	2	CNY	2014-05-23	2014-05-23	100000.000000	非凡资产管理双月增利普通款	2014-07-29	0.055000	2014-05-29	2015/10/15
FSAA14293D	SPT_LBS	X_CNBD		2	CNY	2014-09-25	2014-09-25	1000000.000000	非凡资产管理35天增利尊享款	2014-11-03	0.055000	2014-09-28	2015/10/15
FSAA1618RS	SPT_LBS	X_CNBD		2	CNY	2016-03-11	2016-03-11	1000000.000000	非凡资产管理4个月增利普通款	2016-07-21	0.045500	2016-03-17	2016/3/23
FGFA14001A	SPT_LBS	X_CNBD		2	CNY	2014-06-18	2014-06-18	500000.000000	非凡资产管理双月保本对公款	2014-08-20	0.042000	2014-06-20	2015/10/15
FGAA14065T	SPT_LBS	X_CNBD	129	2	CNY	2014-05-08	2014-05-08	10000000.000000	非凡资产管理35天增利对公款	2014-06-17	0.051000	2014-05-13	2015/10/15
FGAA16023J	SPT_LBS	X_CNBD		2	CNY	2016-01-21	2016-01-21	500000.000000	非凡资产管理季增利普通款	2016-04-21	0.042500	2016-01-21	2016/1/29
FSAA15265B	SPT_LBS	X_CNBD		2	CNY	2015-06-04	2015-06-04	200000.000000	非凡资产管理35天增利高端款	2015-07-13	0.053500	2015-06-08	2015/12/21
FSAA15290D	SPT_LBS	X_CNBD		2	CNY	2015-06-19	2015-06-19	1000000.000000	非凡资产管理双月增利尊享款	2015-08-24	0.054500	2015-06-23	2015/12/21
FSAA14109A	SPT_LBS	X_CNBD	126	2	CNY	2014-04-22	2014-04-24	50000.000000		2014-05-30	0.053000	2014-04-25	2015/10/15
FSAA14313A	SPT_LBS	X_CNBD		2	CNY	2014-10-08	2014-10-08	50000.000000	非凡资产管理季增利普通款	2015-01-12	0.052500	2014-10-10	2015/10/15
FGFA15135A	SPT_LBS	X_CNBD		1	CNY	2015-11-13	2015-11-13	500000.000000	非凡资产管理35天保本对公款	2015-12-21	0.033000	2015-11-18	2015/11/20
FSAA15301E	SPT_LBS	X_CNBD		2	CNY	2015-06-26	2015-06-26	10000000.000000	非凡资产管理35天增利尊特款	2015-08-03	0.054500	2015-06-29	2015/12/21
FGAB15033A	SPT_DED	X_CNBD		2	CNY	2015-11-03	2015-11-03	50000000.000000	非凡资产管理翠竹同益3M产品	2020-12-31	0.035000	2015-11-04	2016/2/4
FSAA13276M	SPT_LBS	X_CNBD	109	2	CNY	2013-12-19	2013-12-22	50000.000000		2014-02-24	0.065000	2013-12-23	2015/10/15
FGAA14141F	SPT_LBS	X_CNBD		2	CNY	2014-09-26	2014-09-26	100000000.000000	非凡资产管理35天增利对公款	2014-10-30	0.054000	2014-09-26	2015/10/15
FSAA14279D	SPT_LBS	X_CNBD		2	CNY	2014-09-15	2014-09-15	1000000.000000	非凡资产管理季增利尊享款	2014-12-18	0.054000	2014-09-18	2015/10/15
FSFA15106A	SPT_LBS	X_CNBD		1	CNY	2015-05-29	2015-05-29	50000.000000	非凡资产管理35天保本普通款	2015-07-09	0.041500	2015-06-04	2015/12/21
FGAA14190T	SPT_LBS	X_CNBD		2	CNY	2014-12-11	2014-12-11	10000000.000000	非凡资产管理双月增利对公款	2015-02-16	0.052000	2014-12-15	2015/10/15
FSAA15040A	SPT_LBS	X_CNBD		2	CNY	2015-01-23	2015-01-23	50000.000000	非凡资产管理4个月增利普通款	2015-06-01	0.052500	2015-01-26	2015/12/21
FGFA15018A	SPT_LBS	X_CNBD		1	CNY	2015-03-05	2015-03-05	500000.000000	非凡资产管理半年保本对公款	2015-09-14	0.043000	2015-03-12	2015/12/21
FGAA15496B	SPT_LBS	X_CNBD		2	CNY	2015-07-13	2015-07-13	500000.000000	非凡资产管理4个月增利对公款	2015-11-19	0.050000	2015-07-16	2015/10/15
FSAA15384B	SPT_LBS	X_CNBD		2	CNY	2015-08-10	2015-08-10	200000.000000	非凡资产管理半年增利高端款	2016-02-15	0.052000	2015-08-13	2015/10/15
FSAA14004F	SPT_LBS	X_CNBD	113	2	CNY	2014-01-17	2014-01-17	10000000.000000	非凡资产管理半年增利普通款	2014-07-21	0.061500	2014-01-20	2015/10/15
FSAA13263D	SPT_LBS	X_CNBD	107	2	CNY	2013-12-09	2013-12-11	1000000.000000		2014-01-16	0.058000	2013-12-12	2015/10/15
FSAA14229D	SPT_LBS	X_CNBD		2	CNY	2014-08-05	2014-08-05	1000000.000000	非凡资产管理35天增利尊享款	2014-09-12	0.053000	2014-08-08	2015/10/15
FSAA15422A	SPT_LBS	X_CNBD		2	CNY	2015-08-31	2015-08-31	50000.000000	非凡资产管理双月增利普通款	2015-11-09	0.048500	2015-09-07	2015/10/15
FSAA15345D	SPT_LBS	X_CNBD		2	CNY	2015-07-20	2015-07-20	1000000.000000	非凡资产管理季增利尊享款	2015-10-23	0.054000	2015-07-23	2015/10/15
FSAA14347B	SPT_LBS	X_CNBD		2	CNY	2014-10-27	2014-10-27	200000.000000	非凡资产管理35天增利高端款	2014-12-05	0.051000	2014-10-31	2015/10/15
FSAA14121A	SPT_LBS	X_CNBD	128	2	CNY	2014-05-04	2014-05-05	50000.000000		2014-06-10	0.052000	2014-05-06	2015/10/15
FSAA1561AA	SPT_LBS	X_CNBD		2	CNY	2015-07-29	2015-07-29	50000.000000	非凡资产管理35天增利普通款	2015-09-09	0.051500	2015-08-05	2015/10/15
FSAA14148B	SPT_LBS	X_CNBD	131	2	CNY	2014-05-22	2014-05-22	200000.000000	非凡资产管理半年增利高端款	2014-11-26	0.054000	2014-05-26	2015/10/15
FGAA15783Z	SPT_LBS	X_CNBD		2	CNY	2015-12-23	2015-12-23	100000000.000000	非凡资产管理半年增利对公款	2016-07-13	0.042000	2015-12-23	2015/12/29
FSAA1617KB	SPT_LBS	X_CNBD		2	CNY	2016-03-10	2016-03-10	100000.000000	非凡资产管理季增利普通款	2016-06-17	0.044000	2016-03-17	2016/3/9
FSAA1539FA	SPT_LBS	X_CNBD		2	CNY	2015-05-14	2015-05-14	100000.000000	非凡资产管理双月增利普通款	2015-07-21	0.054500	2015-05-21	2015/12/21
FSAA1525MB	SPT_LBS	X_CNBD		2	CNY	2015-03-26	2015-03-26	100000.000000	非凡资产管理季增利普通款	2015-07-01	0.057000	2015-04-01	2015/12/21
FSFA15204A	SPT_LBS	X_CNBD		1	CNY	2015-10-10	2015-10-10	50000.000000	非凡资产管理半年保本普通款	2016-04-14	0.039000	2015-10-14	2015/10/19
FGAA14074A	SPT_LBS	X_CNBD	131	2	CNY	2014-05-22	2014-05-22	500000.000000	非凡资产管理双月增利对公款	2014-07-28	0.052000	2014-05-26	2015/10/15
FGAA13187A	SPT_LBS	X_CNBD	107	2	CNY	2013-12-05	2013-12-08	500000.000000		2014-03-10	0.056000	2013-12-09	2015/10/15
FSAA14005B	SPT_LBS	X_CNBD	113	2	CNY	2014-01-21	2014-01-23	200000.000000		2014-02-28	0.056500	2014-01-24	2015/10/15
FGAA16028Z	SPT_LBS	X_CNBD		2	CNY	2016-01-14	2016-01-14	100000000.000000	非凡资产管理季增利对公款	2016-04-13	0.038000	2016-01-14	2016/1/21
FSAA14164M	SPT_LBS	X_CNBD	133	2	CNY	2014-06-06	2014-06-06	50000.000000	非凡资产管理半年增利普通款	2014-12-12	0.055000	2014-06-12	2015/10/15
FGAA15014E	SPT_LBS	X_CNBD		2	CNY	2015-01-08	2015-01-08	100000000.000000	非凡资产管理35天增利对公款	2015-02-12	0.056500	2015-01-08	2015/12/21
FSAA14087B	SPT_LBS	X_CNBD	123	2	CNY	2014-03-28	2014-03-28	200000.000000	非凡资产管理季增利高端款	2014-07-04	0.057500	2014-04-04	2015/10/15
FSAA16105K	SPT_LBS	X_CNBD		2	CNY	2016-03-11	2016-03-11	50000.000000	非凡资产管理季增利普通款	2016-06-17	0.044000	2016-03-17	2016/3/10
FSAA13099X	SPT_LBS	X_CNBD	0	2	CNY	2013-06-25	2013-06-25	100000.000000	非凡资产管理季增利普通款	2013-10-08	0.066000	2013-07-02	2015/10/15
FSAA13060B	SPT_LBS	X_CNBD	0	2	CNY	2013-04-18	2013-04-18	200000.000000	非凡资产管理半年增利高端款	2013-10-25	0.047000	2013-04-25	2015/10/15
FSAA16082A	SPT_LBS	X_CNBD		2	CNY	2016-02-29	2016-02-29	50000.000000	非凡资产管理4个月增利普通款	2016-07-07	0.043500	2016-03-03	2016/2/25
FSAA15247B	SPT_LBS	X_CNBD		2	CNY	2015-05-25	2015-05-25	200000.000000	非凡资产管理35天增利高端款	2015-07-02	0.052500	2015-05-28	2015/12/21
FSAA15471G	SPT_LBS	X_CNBD		2	CNY	2015-09-29	2015-09-29	50000.000000	非凡资产管理季增利普通款	2016-01-08	0.052000	2015-10-08	2015/10/15
FSAA14370B	SPT_LBS	X_CNBD		2	CNY	2014-11-05	2014-11-05	200000.000000	非凡资产管理半年增利高端款	2015-05-11	0.052000	2014-11-10	2015/10/15
FGAB15032A	SPT_DED	X_CNBD		2	CNY	2015-11-03	2015-11-03	50000000.000000	非凡资产管理翠竹同益2M产品	2020-12-31	0.034000	2015-11-04	2016/3/4
FGAB14006A	SPT_DED	X_CNBD		2	CNY	2014-12-22	2014-12-22	10000000.000000	非凡资产管理翠竹1W理财产品周五对公款	2017-12-31	0.036000	2014-12-26	2016/4/1
FSAA16139B	SPT_LBS	X_CNBD		2	CNY	2016-04-05	2016-04-05	200000.000000	非凡资产管理35天增利高端款	2016-05-13	0.042500	2016-04-08	2016/3/30
FSAA1521FA	SPT_LBS	X_CNBD		2	CNY	2015-03-13	2015-03-13	100000.000000	非凡资产管理双月增利普通款	2015-05-19	0.055000	2015-03-19	2015/12/21
FSAB12027D	SPT_DED	X_CNBD	0	2	CNY	2012-01-09	2012-01-09	1000000.000000	非凡资产管理翠竹1W理财产品周三尊享款	2017-12-31	0.036000	2012-01-11	2016/4/27
FSAA14416N	SPT_LBS	X_CNBD		2	CNY	2014-12-04	2014-12-04	100000.000000	非凡资产管理4个月增利普通款	2015-04-16	0.052500	2014-12-11	2015/10/15
FSAA15609A	SPT_LBS	X_CNBD		2	CNY	2015-12-21	2015-12-21	50000.000000	非凡资产管理季增利普通款	2016-03-24	0.046500	2015-12-24	2015/12/21
FSAA1508DA	SPT_LBS	X_CNBD		2	CNY	2015-01-27	2015-01-27	100000.000000	非凡资产管理双月增利普通款	2015-03-30	0.054000	2015-01-30	2015/12/21
FGAA15568T	SPT_LBS	X_CNBD		2	CNY	2015-08-24	2015-08-24	10000000.000000	非凡资产管理季增利对公款	2015-11-27	0.047500	2015-08-27	2015/10/15
FSAA14058B	SPT_LBS	X_CNBD	120	2	CNY	2014-03-06	2014-03-09	200000.000000		2014-05-12	0.057500	2014-03-10	2015/10/15
FGAA14047T	SPT_LBS	X_CNBD	124	2	CNY	2014-04-03	2014-04-03	10000000.000000	非凡资产管理季增利对公款	2014-07-08	0.054000	2014-04-08	2015/10/15
FSAA14281M	SPT_LBS	X_CNBD		2	CNY	2014-09-19	2014-09-19	50000.000000	非凡资产管理35天增利普通款	2014-10-31	0.054000	2014-09-26	2015/10/15
FSAA14217E	SPT_LBS	X_CNBD		2	CNY	2014-07-24	2014-07-24	10000000.000000	非凡资产管理35天增利尊特款	2014-09-01	0.054500	2014-07-28	2015/10/15
FSAA14342D	SPT_LBS	X_CNBD		2	CNY	2014-10-22	2014-10-22	1000000.000000	非凡资产管理双月增利尊享款	2014-12-29	0.052000	2014-10-27	2015/10/15
FSAA1579EA	SPT_LBS	X_CNBD		2	CNY	2015-09-29	2015-09-29	50000.000000	非凡资产管理双月增利普通款	2015-12-08	0.051000	2015-10-08	2015/10/15
FSAA15044D	SPT_LBS	X_CNBD		2	CNY	2015-01-26	2015-01-26	1000000.000000	非凡资产管理双月增利尊享款	2015-03-30	0.054000	2015-01-29	2015/12/21
FSAA13272N	SPT_LBS	X_CNBD	108	2	CNY	2013-12-17	2013-12-18	100000.000000		2014-02-19	0.062500	2013-12-19	2015/10/15
FGAA14027B	SPT_LBS	X_CNBD	119	2	CNY	2014-03-03	2014-03-05	500000.000000		2014-06-06	0.053000	2014-03-06	2015/10/15
FSAA14454R	SPT_LBS	X_CNBD		2	CNY	2014-12-29	2014-12-29	100000.000000	非凡资产管理半年增利普通款	2015-07-06	0.055000	2015-01-04	2015/12/21
FGAA15337B	SPT_LBS	X_CNBD		2	CNY	2015-05-18	2015-05-18	500000.000000	非凡资产管理双月增利对公款	2015-07-21	0.051000	2015-05-21	2015/12/21
FGAA14106B	SPT_LBS	X_CNBD		2	CNY	2014-07-21	2014-07-21	500000.000000	非凡资产管理双月增利对公款	2014-09-24	0.050000	2014-07-24	2015/10/15
FSAA1513KA	SPT_LBS	X_CNBD		2	CNY	2015-02-12	2015-02-12	50000.000000	非凡资产管理季增利普通款	2015-05-18	0.056000	2015-02-16	2015/12/21
FSAA13195B	SPT_LBS	X_CNBD	099	2	CNY	2013-10-10	2013-10-14	50000.000000		2013-11-19	0.049000	2013-10-15	2015/10/15
FGAA14149A	SPT_LBS	X_CNBD		2	CNY	2014-10-08	2014-10-08	500000.000000	非凡资产管理35天增利对公款	2014-11-14	0.050000	2014-10-10	2015/10/15
FSAA14069A	SPT_LBS	X_CNBD	121	2	CNY	2014-03-17	2014-03-19	50000.000000		2014-04-24	0.055000	2014-03-20	2015/10/15
FSAA1537QA	SPT_LBS	X_CNBD		2	CNY	2015-05-07	2015-05-07	100000.000000	非凡资产管理4个月增利普通款	2015-09-17	0.055500	2015-05-14	2015/10/15
FGAA14019B	SPT_LBS	X_CNBD	117	2	CNY	2014-02-17	2014-02-19	500000.000000		2014-05-20	0.055000	2014-02-20	2015/10/15
FSAA16115D	SPT_LBS	X_CNBD		2	CNY	2016-03-21	2016-03-21	1000000.000000	非凡资产管理35天增利尊享款	2016-04-28	0.043000	2016-03-24	2016/3/16
FSAA15573B	SPT_LBS	X_CNBD		2	CNY	2015-12-01	2015-12-01	200000.000000	非凡资产管理季增利高端款	2016-03-04	0.047000	2015-12-04	2015/11/24
FSAA1621GB	SPT_LBS	X_CNBD		2	CNY	2016-03-25	2016-03-25	50000.000000	非凡资产管理双月增利普通款	2016-06-01	0.046000	2016-04-01	2016/3/23
FGAA13195A	SPT_LBS	X_CNBD	109	2	CNY	2013-12-19	2013-12-22	500000.000000		2014-03-24	0.058000	2013-12-23	2015/10/15
FSAA14326D	SPT_LBS	X_CNBD		2	CNY	2014-10-14	2014-10-14	1000000.000000	非凡资产管理4个月增利尊享款	2015-02-26	0.053500	2014-10-17	2015/10/15
FSAA14138D	SPT_LBS	X_CNBD	130	2	CNY	2014-05-15	2014-05-15	1000000.000000	非凡资产管理双月增利尊享款	2014-07-21	0.055000	2014-05-19	2015/10/15
FSAA13082Q	SPT_LBS	X_CNBD	0	2	CNY	2013-06-06	2013-06-06	200000.000000	非凡资产管理双月增利高端款	2013-08-08	0.046500	2013-06-08	2015/10/15
FSAA15314D	SPT_LBS	X_CNBD		2	CNY	2015-07-02	2015-07-02	1000000.000000	非凡资产管理双月增利尊享款	2015-09-06	0.053500	2015-07-06	2015/10/15
FSAA14026A	SPT_LBS	X_CNBD	116	2	CNY	2014-02-07	2014-02-09	50000.000000		2014-04-10	0.057500	2014-02-10	2015/10/15
FSAA14283M	SPT_LBS	X_CNBD		2	CNY	2014-09-18	2014-09-18	50000.000000	非凡资产管理季增利普通款	2014-12-25	0.053500	2014-09-25	2015/10/15
FSAA15391A	SPT_LBS	X_CNBD		2	CNY	2015-08-17	2015-08-17	50000.000000	非凡资产管理35天增利普通款	2015-09-24	0.050000	2015-08-20	2015/10/15
FSFA14002E	SPT_LBS	X_CNBD		2	CNY	2014-06-30	2014-06-30	6000000.000000	非凡资产管理35天保本私银款	2014-08-07	0.041000	2014-07-03	2015/10/15
FSAA16075D	SPT_LBS	X_CNBD		2	CNY	2016-02-24	2016-02-24	1000000.000000	非凡资产管理季增利尊享款	2016-05-30	0.044500	2016-02-29	2016/2/23
FSAA15498A	SPT_LBS	X_CNBD		2	CNY	2015-10-15	2015-10-15	50000.000000	非凡资产管理半年增利普通款	2016-04-20	0.047000	2015-10-20	2015/10/19
FSAA15022B	SPT_LBS	X_CNBD		2	CNY	2015-01-13	2015-01-13	200000.000000	非凡资产管理4个月增利高端款	2015-05-22	0.053000	2015-01-16	2015/12/21
FSAA14113N	SPT_LBS	X_CNBD	127	2	CNY	2014-04-28	2014-04-28	100000.000000		2014-06-03	0.055500	2014-04-29	2015/10/15
FSAA14036M	SPT_LBS	X_CNBD	117	2	CNY	2014-02-14	2014-02-14	50000.000000	非凡资产管理半年增利普通款	2014-08-18	0.060000	2014-02-17	2015/10/15
FSAA14384D	SPT_LBS	X_CNBD		2	CNY	2014-11-18	2014-11-18	1000000.000000	非凡资产管理双月增利尊享款	2015-01-21	0.053000	2014-11-21	2015/10/15
FSAA1577KB	SPT_LBS	X_CNBD		2	CNY	2015-09-24	2015-09-24	100000.000000	非凡资产管理季增利普通款	2015-12-29	0.048500	2015-09-29	2015/10/15
FSAA14041A	SPT_LBS	X_CNBD	118	2	CNY	2014-02-21	2014-02-24	50000.000000		2014-04-01	0.055000	2014-02-25	2015/10/15
FSAA15021B	SPT_LBS	X_CNBD		2	CNY	2015-01-12	2015-01-12	200000.000000	非凡资产管理季增利高端款	2015-04-15	0.054500	2015-01-15	2015/12/21
FSAA14353M	SPT_LBS	X_CNBD		2	CNY	2014-10-30	2014-10-30	50000.000000	非凡资产管理35天增利普通款	2014-12-11	0.051000	2014-11-06	2015/10/15
FGAB12031A	SPT_DED	X_CNBD	0	2	CNY	2012-01-06	2012-01-06	500000.000000	非凡资产管理翠竹1W理财产品周一对公款	2017-12-31	0.034000	2012-01-09	2016/4/25
FGAA15802Z	SPT_LBS	X_CNBD		2	CNY	2015-12-24	2015-12-24	100000000.000000	非凡资产管理4个月增利对公款	2016-05-24	0.044000	2015-12-24	2015/12/29
FSAA14206A	SPT_LBS	X_CNBD		2	CNY	2014-07-14	2014-07-14	50000.000000	非凡资产管理双月增利普通款	2014-09-18	0.053000	2014-07-18	2015/10/15
FSAA14249E	SPT_LBS	X_CNBD		2	CNY	2014-08-21	2014-08-21	10000000.000000	非凡资产管理35天增利尊特款	2014-09-30	0.053500	2014-08-26	2015/12/21
FSAA1585PA	SPT_LBS	X_CNBD		2	CNY	2015-10-22	2015-10-22	50000.000000	非凡资产管理4个月增利普通款	2016-03-03	0.048000	2015-10-29	2015/10/26
FSAA15470D	SPT_LBS	X_CNBD		2	CNY	2015-09-29	2015-09-29	1000000.000000	非凡资产管理双月增利尊享款	2015-12-08	0.051500	2015-10-08	2015/10/15
FGAA14194B	SPT_LBS	X_CNBD		2	CNY	2014-12-23	2014-12-23	500000.000000	非凡资产管理双月增利对公款	2015-02-26	0.056000	2014-12-26	2015/10/15
FSAA1605EA	SPT_LBS	X_CNBD		2	CNY	2016-01-21	2016-01-21	50000.000000	非凡资产管理双月增利普通款	2016-03-28	0.044000	2016-01-28	2016/1/20
FSAA13119B	SPT_LBS	X_CNBD	0	2	CNY	2013-07-31	2013-07-31	200000.000000	非凡资产管理季增利高端款	2013-11-07	0.051000	2013-08-07	2015/10/15
FSAA14140M	SPT_LBS	X_CNBD	130	2	CNY	2014-05-16	2014-05-16	50000.000000	非凡资产管理半年增利普通款	2014-11-24	0.055000	2014-05-22	2015/10/15
FSAA15589F	SPT_LBS	X_CNBD		2	CNY	2015-12-10	2015-12-10	100000.000000	非凡资产管理35天增利普通款	2016-01-18	0.046000	2015-12-14	2015/12/9
FSAA14263E	SPT_LBS	X_CNBD		2	CNY	2014-09-12	2014-09-12	10000000.000000	非凡资产管理35天增利尊特款	2014-10-21	0.055500	2014-09-16	2015/10/15
FSAA1535HB	SPT_LBS	X_CNBD		2	CNY	2015-04-30	2015-04-30	50000.000000	非凡资产管理双月增利普通款	2015-07-07	0.054500	2015-05-07	2015/12/21
FSAA1551AA	SPT_LBS	X_CNBD		2	CNY	2015-06-25	2015-06-25	50000.000000	非凡资产管理35天增利普通款	2015-08-06	0.053500	2015-07-02	2015/10/15
FSAA13100B	SPT_LBS	X_CNBD	0	2	CNY	2013-06-27	2013-06-27	200000.000000	非凡资产管理半年增利高端款	2014-01-06	0.052000	2013-07-04	2015/10/15
FSAA1561EB	SPT_LBS	X_CNBD		2	CNY	2015-07-29	2015-07-29	100000.000000	非凡资产管理双月增利普通款	2015-10-08	0.052500	2015-08-05	2015/10/15
FSAA15124D	SPT_LBS	X_CNBD		2	CNY	2015-03-13	2015-03-13	1000000.000000	非凡资产管理4个月增利尊享款	2015-07-21	0.055000	2015-03-17	2015/12/21
FGFA16018E	SPT_LBS	X_CNBD		1	CNY	2016-03-10	2016-03-10	100000000.000000	非凡资产管理季保本对公款	2016-06-12	0.034000	2016-03-11	2016/3/23
