核心客户号,金融资产代码_107,金融资产代码_130,金融资产代码_170
1227849964,0.0,0.0,0.0
1501463202,0.0,0.0,0.0
1091801498,0.0,0.0,0.0
1506835632,0.0,0.0,0.0
1516291454,0.0,0.0,0.0
1236444486,0.0,0.0,0.0
1514195598,0.0,0.0,0.0
1520631725,0.0,0.0,0.0
1290564915,0.0,1.0,1.0
1153966196,0.0,0.0,0.0
1520141543,0.0,0.0,0.0
1147506905,0.0,0.0,0.0
1510740943,0.0,0.0,0.0
1206854672,0.0,0.0,0.0
1523412116,0.0,0.0,0.0
1512349841,0.0,0.0,0.0
1506494786,0.0,0.0,0.0
1159560604,0.0,0.0,0.0
1506124847,0.0,0.0,0.0
1322570521,0.0,0.0,0.0
1511746695,1.0,0.0,0.0
1513988866,0.0,0.0,1.0
1153156905,0.0,0.0,0.0
1117786840,0.0,0.0,0.0
1312689058,1.0,1.0,0.0
1506792868,0.0,0.0,0.0
1092452839,0.0,1.0,0.0
1203681974,0.0,0.0,0.0
1264799912,0.0,0.0,0.0
1108772173,0.0,1.0,0.0
1506847345,0.0,0.0,0.0
1171310793,0.0,0.0,0.0
1515103844,0.0,0.0,0.0
1516311537,0.0,0.0,0.0
1348918753,0.0,0.0,0.0
1503039915,0.0,0.0,0.0
1506832849,0.0,0.0,0.0
1519782313,0.0,0.0,0.0
1510563205,0.0,0.0,0.0
1520816998,0.0,1.0,0.0
1300212543,0.0,0.0,0.0
1510545496,0.0,0.0,1.0
1230225022,0.0,0.0,0.0
1513955451,0.0,0.0,0.0
1249473333,0.0,0.0,0.0
1522399314,0.0,1.0,0.0
1274102982,0.0,0.0,0.0
1112802042,0.0,1.0,0.0
1283804939,0.0,0.0,0.0
1506839869,0.0,0.0,0.0
1508851669,0.0,1.0,0.0
1328155092,0.0,0.0,0.0
1352463528,0.0,0.0,0.0
1500566308,0.0,0.0,0.0
1327111719,0.0,0.0,0.0
1500035020,0.0,0.0,0.0
1276286596,0.0,0.0,0.0
1513517487,0.0,0.0,0.0
1229664202,0.0,0.0,0.0
1508853685,1.0,0.0,0.0
1502153294,0.0,0.0,0.0
1521074377,0.0,0.0,0.0
1258115447,0.0,0.0,0.0
1089569475,0.0,0.0,0.0
1250864469,0.0,0.0,0.0
1519048922,0.0,0.0,0.0
1205914483,0.0,0.0,0.0
1500234064,0.0,1.0,0.0
1300888484,0.0,0.0,0.0
1511691336,0.0,0.0,0.0
1501066741,0.0,0.0,1.0
1171447392,0.0,1.0,0.0
1162628762,0.0,0.0,0.0
1522968479,0.0,0.0,0.0
1503151591,0.0,0.0,0.0
1208618324,0.0,0.0,0.0
1503746402,0.0,0.0,0.0
1505538035,0.0,0.0,0.0
1317651971,0.0,0.0,0.0
1264855141,0.0,0.0,0.0
1239455109,0.0,0.0,0.0
1081732406,0.0,0.0,0.0
1275016889,0.0,0.0,0.0
1522815565,0.0,0.0,0.0
1216672224,0.0,0.0,0.0
1509262254,0.0,0.0,0.0
1505801048,0.0,0.0,0.0
1523410692,0.0,0.0,0.0
1309556623,1.0,0.0,0.0
1511800286,0.0,0.0,0.0
1229524231,0.0,0.0,0.0
1335201635,0.0,0.0,0.0
1054509138,0.0,0.0,0.0
1340173175,0.0,0.0,0.0
1502119909,0.0,0.0,0.0
1154212840,0.0,0.0,0.0
1500392593,0.0,0.0,0.0
1510043270,0.0,0.0,0.0
1505639244,0.0,0.0,0.0
1155014386,0.0,0.0,0.0
1216322105,0.0,1.0,0.0
1172922306,0.0,0.0,0.0
1301232833,0.0,0.0,0.0
1297063403,0.0,0.0,0.0
1500266500,0.0,1.0,0.0
1513163457,0.0,0.0,0.0
1142186765,0.0,0.0,0.0
1160793593,0.0,0.0,0.0
1347541762,0.0,0.0,1.0
1509815582,0.0,0.0,0.0
1323888606,0.0,0.0,0.0
1316411453,1.0,0.0,0.0
1515584431,0.0,0.0,0.0
1242904498,0.0,0.0,0.0
1504689602,0.0,0.0,0.0
1521289301,0.0,0.0,0.0
1500291341,0.0,0.0,0.0
1166765958,0.0,0.0,0.0
1513115909,0.0,0.0,0.0
1506177643,0.0,0.0,0.0
1520147307,0.0,0.0,0.0
1506752102,0.0,0.0,0.0
1275007041,0.0,0.0,0.0
1502982922,0.0,0.0,0.0
1249472686,0.0,0.0,0.0
1159397716,0.0,0.0,0.0
1165134896,0.0,0.0,0.0
1520026007,0.0,0.0,0.0
1235604413,0.0,1.0,0.0
1506183206,0.0,0.0,0.0
1327302994,0.0,0.0,0.0
1227190669,0.0,1.0,0.0
1229845846,0.0,1.0,0.0
1523853433,0.0,0.0,0.0
1518576715,0.0,0.0,0.0
1519418882,0.0,0.0,0.0
1168243355,1.0,0.0,0.0
1310023305,0.0,0.0,0.0
1092816055,0.0,1.0,0.0
1509234334,0.0,1.0,0.0
1291058533,0.0,1.0,0.0
1515627084,0.0,0.0,0.0
1514489854,0.0,0.0,0.0
1519797612,0.0,0.0,0.0
1515953537,0.0,0.0,0.0
1523827807,0.0,0.0,0.0
1506274151,0.0,0.0,0.0
1341494635,0.0,0.0,0.0
1101713261,0.0,0.0,0.0
1507006985,0.0,0.0,0.0
1514563776,0.0,0.0,0.0
1506795174,0.0,0.0,0.0
1159943120,0.0,0.0,0.0
1315532353,0.0,0.0,0.0
1507183795,0.0,0.0,0.0
1152624242,0.0,0.0,0.0
1509957387,0.0,1.0,0.0
1093144546,0.0,0.0,0.0
1308158661,0.0,0.0,0.0
1334646509,0.0,0.0,0.0
1266914143,0.0,0.0,0.0
1511247029,0.0,0.0,1.0
1286872787,0.0,0.0,0.0
1509979902,0.0,0.0,0.0
1302831827,0.0,0.0,0.0
1519870324,0.0,0.0,0.0
1085374078,0.0,0.0,0.0
1502367228,0.0,0.0,0.0
1506346202,0.0,1.0,0.0
1267794540,0.0,0.0,1.0
1519469833,0.0,0.0,0.0
1507397214,0.0,0.0,0.0
1104186387,0.0,0.0,0.0
1506453395,0.0,0.0,0.0
1245592854,0.0,0.0,0.0
1500258148,0.0,1.0,0.0
1511659572,0.0,0.0,0.0
1512275115,0.0,0.0,0.0
1522575436,0.0,1.0,0.0
1512941818,0.0,0.0,0.0
1203900295,0.0,1.0,0.0
1209718753,0.0,1.0,1.0
1508666610,0.0,0.0,0.0
1280831428,0.0,0.0,0.0
1098222890,0.0,1.0,0.0
1518573450,0.0,0.0,0.0
1502046419,0.0,0.0,0.0
1510207724,0.0,0.0,0.0
1501017601,0.0,0.0,0.0
1510873973,0.0,0.0,0.0
1513798459,0.0,0.0,0.0
1519685771,0.0,0.0,0.0
1516006487,0.0,1.0,0.0
1154969221,0.0,1.0,0.0
1506476828,0.0,1.0,0.0
1507064857,0.0,0.0,0.0
1162829574,0.0,0.0,0.0
1506935198,0.0,0.0,0.0
1504007274,0.0,0.0,1.0
1504795319,0.0,1.0,0.0
1511789498,0.0,1.0,0.0
1508383409,0.0,0.0,0.0
1183679238,0.0,0.0,0.0
1215034626,1.0,0.0,0.0
1518848612,0.0,0.0,0.0
1282837258,0.0,0.0,0.0
1514041382,0.0,1.0,0.0
1501695464,0.0,0.0,0.0
1523459206,0.0,0.0,0.0
1108111498,0.0,0.0,0.0
1319128938,0.0,0.0,0.0
1225175349,0.0,0.0,0.0
1500352430,0.0,0.0,0.0
1271464273,0.0,0.0,1.0
1519093413,0.0,0.0,0.0
1331364379,0.0,1.0,0.0
1166649891,0.0,0.0,0.0
1292622709,0.0,0.0,0.0
1196593478,0.0,0.0,0.0
1513318926,0.0,0.0,0.0
1508141368,0.0,0.0,0.0
1258478909,0.0,0.0,1.0
1142220472,0.0,1.0,0.0
1504039225,0.0,0.0,0.0
1500209158,1.0,0.0,0.0
1164891504,0.0,1.0,0.0
1092449204,0.0,0.0,0.0
1506077590,0.0,0.0,0.0
1334114886,0.0,0.0,0.0
1507644637,0.0,1.0,1.0
1261643395,0.0,0.0,0.0
1508435514,0.0,0.0,0.0
1506582600,0.0,0.0,0.0
1105016556,0.0,0.0,0.0
1508080053,0.0,0.0,0.0
1501590367,0.0,1.0,0.0
1521111135,0.0,0.0,0.0
1273556290,0.0,0.0,0.0
1513298943,0.0,1.0,0.0
1242585230,0.0,0.0,0.0
1521250124,0.0,0.0,0.0
1507602637,0.0,0.0,0.0
1500324911,0.0,0.0,0.0
1250740263,0.0,0.0,1.0
1500975368,0.0,0.0,0.0
1278315347,0.0,1.0,0.0
1523696959,0.0,0.0,0.0
1149373006,0.0,0.0,0.0
1295991946,0.0,1.0,0.0
1235195016,0.0,0.0,0.0
1506991730,0.0,0.0,0.0
1268299246,0.0,0.0,0.0
1208673516,0.0,0.0,0.0
1211839041,0.0,0.0,0.0
1271750117,0.0,0.0,0.0
1500327633,0.0,1.0,0.0
1523888562,0.0,0.0,0.0
1513145074,0.0,0.0,0.0
1269525164,0.0,0.0,1.0
1190679088,0.0,0.0,1.0
1519126006,1.0,0.0,0.0
1240381770,0.0,0.0,1.0
1515364100,0.0,0.0,0.0
1226127625,0.0,0.0,0.0
1515080280,0.0,0.0,0.0
1237519905,0.0,0.0,0.0
1512550114,0.0,0.0,0.0
1510984426,0.0,0.0,0.0
1518817305,0.0,0.0,0.0
1280507801,0.0,0.0,0.0
1509767765,0.0,1.0,0.0
1249253260,0.0,0.0,0.0
1160073000,0.0,0.0,0.0
1165061214,0.0,1.0,1.0
1151765598,0.0,0.0,0.0
1523684614,0.0,0.0,0.0
1112191171,0.0,0.0,0.0
1506999797,0.0,0.0,0.0
1506469907,0.0,0.0,0.0
1169191550,0.0,0.0,1.0
1505026090,0.0,0.0,0.0
1234354369,0.0,1.0,0.0
1095369855,0.0,0.0,0.0
1344705929,0.0,0.0,0.0
1279049123,0.0,0.0,0.0
1518927474,0.0,0.0,0.0
1515386282,0.0,0.0,0.0
1251691422,0.0,0.0,0.0
1506469305,0.0,0.0,0.0
1518971810,0.0,0.0,0.0
1146606665,0.0,0.0,0.0
1518689689,0.0,0.0,0.0
1142964906,0.0,0.0,0.0
1506225574,0.0,0.0,0.0
1516567145,0.0,1.0,1.0
1232891661,0.0,0.0,0.0
1521531701,0.0,1.0,0.0
1110093646,0.0,0.0,0.0
1053098140,0.0,0.0,0.0
1271701647,0.0,0.0,0.0
1179322949,0.0,0.0,0.0
1513080836,0.0,0.0,0.0
1504830342,0.0,0.0,0.0
1518872489,0.0,1.0,0.0
1516192510,0.0,0.0,0.0
1514262346,0.0,1.0,0.0
1106007759,0.0,0.0,0.0
1505173279,0.0,1.0,0.0
1508280598,0.0,0.0,0.0
1508453982,0.0,1.0,0.0
1513226891,0.0,0.0,0.0
1506294129,0.0,0.0,0.0
1522379347,0.0,0.0,0.0
1504534497,0.0,0.0,0.0
1517889717,0.0,0.0,0.0
1508619251,0.0,0.0,0.0
1079319771,0.0,1.0,0.0
1506966058,0.0,1.0,0.0
1511663950,0.0,0.0,0.0
1215825080,0.0,0.0,0.0
1520336551,0.0,0.0,0.0
1311820222,0.0,0.0,0.0
1520993434,0.0,0.0,0.0
1311146530,0.0,0.0,0.0
1274828640,0.0,0.0,0.0
1506619439,0.0,0.0,0.0
1508606921,0.0,0.0,0.0
1230980657,0.0,0.0,0.0
1503627108,0.0,0.0,0.0
1501833434,0.0,0.0,0.0
1294585028,0.0,1.0,0.0
1507269037,0.0,0.0,0.0
1520484076,0.0,0.0,0.0
1239481352,0.0,0.0,0.0
1214465929,0.0,0.0,0.0
1111202851,0.0,1.0,0.0
1510602160,0.0,0.0,1.0
1522274315,1.0,0.0,0.0
1522825153,0.0,0.0,0.0
1508832980,0.0,0.0,0.0
1276582540,0.0,0.0,0.0
1175728724,0.0,0.0,0.0
1517861261,0.0,0.0,0.0
1502596804,0.0,0.0,0.0
1130418931,0.0,1.0,0.0
1506647742,0.0,0.0,0.0
1276520021,0.0,0.0,0.0
1505582846,0.0,1.0,0.0
1209131129,0.0,0.0,0.0
1272167911,0.0,0.0,0.0
1235144435,0.0,0.0,0.0
1324039845,0.0,0.0,0.0
1512871193,0.0,0.0,0.0
1521077076,0.0,0.0,0.0
1515071628,0.0,0.0,1.0
1224616826,0.0,0.0,0.0
1279087828,0.0,0.0,0.0
1201946123,0.0,0.0,0.0
1501594806,0.0,0.0,0.0
1500045209,0.0,0.0,1.0
1506507837,0.0,0.0,0.0
1516381214,0.0,0.0,0.0
1518921568,0.0,0.0,0.0
1512553542,0.0,0.0,0.0
1515821840,0.0,1.0,0.0
1507498629,0.0,0.0,0.0
1520213441,1.0,1.0,0.0
1500083931,0.0,0.0,0.0
1284421700,0.0,0.0,0.0
1067860564,0.0,1.0,0.0
1166750536,1.0,0.0,0.0
1518838234,0.0,0.0,0.0
1523434987,0.0,0.0,0.0
1117028499,0.0,0.0,0.0
1515220711,0.0,0.0,0.0
1505736664,1.0,0.0,0.0
1356415839,0.0,0.0,0.0
1246571596,0.0,0.0,0.0
1325947865,0.0,0.0,0.0
1514314508,0.0,0.0,0.0
1523279807,0.0,1.0,1.0
1507523880,0.0,0.0,0.0
1507961702,0.0,0.0,0.0
1514026428,0.0,0.0,0.0
1506921799,0.0,0.0,0.0
1515395073,0.0,0.0,0.0
1519094702,0.0,1.0,0.0
1191734077,0.0,0.0,0.0
1511503695,0.0,0.0,0.0
1163582530,0.0,0.0,0.0
1516674181,0.0,0.0,0.0
1509755785,0.0,0.0,0.0
1508026828,0.0,0.0,0.0
1158840384,0.0,0.0,0.0
1521398149,0.0,0.0,0.0
1192033001,0.0,0.0,0.0
1502233144,0.0,1.0,0.0
1521476727,0.0,0.0,0.0
1238687647,1.0,1.0,0.0
1243176967,0.0,0.0,0.0
1142254003,0.0,0.0,0.0
1163119661,0.0,0.0,0.0
1178148688,0.0,0.0,1.0
1500149195,0.0,1.0,0.0
1522352506,0.0,0.0,0.0
1523255324,0.0,0.0,0.0
1504114787,0.0,0.0,0.0
1515784155,0.0,0.0,0.0
1292693376,0.0,0.0,0.0
1116434738,0.0,0.0,0.0
1522951912,0.0,1.0,0.0
1109403960,0.0,0.0,0.0
1142251328,0.0,0.0,0.0
1516235530,0.0,0.0,0.0
1500112324,0.0,1.0,1.0
1504251463,0.0,0.0,0.0
1256987328,0.0,0.0,0.0
1327446795,0.0,0.0,0.0
1522377269,0.0,1.0,0.0
1516247967,1.0,1.0,0.0
1517860281,0.0,0.0,0.0
1152626168,0.0,0.0,0.0
1512110738,0.0,1.0,0.0
1512525126,0.0,0.0,0.0
1294329313,0.0,0.0,0.0
1228328289,0.0,0.0,0.0
1507686495,0.0,0.0,0.0
1508617811,0.0,1.0,1.0
1308872353,0.0,0.0,0.0
1506564022,0.0,0.0,0.0
1504758175,0.0,1.0,0.0
1505319752,0.0,0.0,0.0
1263308301,0.0,0.0,0.0
1241051853,0.0,0.0,0.0
1122639436,0.0,0.0,0.0
1505326089,0.0,0.0,0.0
1509266499,0.0,1.0,0.0
1506160208,1.0,0.0,0.0
1506029805,0.0,0.0,0.0
1508418312,0.0,0.0,0.0
1307915921,0.0,0.0,0.0
1506228926,0.0,0.0,0.0
1504761642,0.0,0.0,0.0
1519781598,0.0,0.0,0.0
1132837411,0.0,1.0,0.0
1501642633,0.0,0.0,0.0
1269006606,0.0,1.0,0.0
1521068109,0.0,0.0,0.0
1168813164,0.0,0.0,0.0
1523323640,0.0,0.0,0.0
1515472766,0.0,0.0,0.0
1295979651,0.0,0.0,0.0
1516317042,0.0,0.0,0.0
1515693218,0.0,0.0,0.0
1516824957,0.0,0.0,0.0
1275095303,0.0,0.0,0.0
1521587287,0.0,0.0,0.0
1152511667,0.0,0.0,0.0
1230927247,0.0,0.0,0.0
1505073563,0.0,0.0,0.0
1224814223,0.0,0.0,1.0
1504707853,0.0,0.0,0.0
1343140363,0.0,0.0,0.0
1507480866,0.0,0.0,0.0
1500081339,0.0,0.0,1.0
1100392723,0.0,0.0,0.0
1518750353,0.0,0.0,0.0
1205454551,0.0,0.0,1.0
1113704369,0.0,0.0,0.0
1518262431,0.0,0.0,0.0
1520040378,0.0,0.0,0.0
1219072736,0.0,0.0,0.0
1510168131,0.0,0.0,0.0
1523039089,0.0,0.0,0.0
1520970993,0.0,0.0,0.0
1337417855,0.0,0.0,0.0
1501717179,0.0,0.0,0.0
1161390190,0.0,0.0,0.0
1268926210,0.0,0.0,0.0
1506724953,0.0,0.0,0.0
1300636270,0.0,0.0,0.0
1506739798,0.0,0.0,0.0
1237047287,0.0,1.0,0.0
1224428482,0.0,1.0,0.0
1502201400,0.0,0.0,0.0
1194582601,0.0,0.0,0.0
1122229296,0.0,1.0,0.0
1500573492,0.0,0.0,0.0
1269911588,0.0,0.0,0.0
1230951893,0.0,0.0,0.0
1500534237,0.0,1.0,0.0
1318885896,0.0,0.0,0.0
1513880370,0.0,0.0,0.0
1508505187,0.0,1.0,0.0
1506278889,0.0,1.0,0.0
1521361757,0.0,0.0,0.0
1254012211,0.0,0.0,0.0
1514078803,0.0,1.0,0.0
1519825215,0.0,0.0,0.0
1074392034,0.0,0.0,0.0
1513933289,0.0,0.0,0.0
1262259491,0.0,0.0,0.0
1326332078,0.0,0.0,0.0
1509508741,0.0,0.0,0.0
1521629802,0.0,0.0,0.0
1184369256,0.0,0.0,0.0
1515962862,0.0,0.0,0.0
1095122561,0.0,1.0,0.0
1092811865,0.0,0.0,0.0
1501121554,0.0,0.0,0.0
1148474744,0.0,0.0,0.0
1257141733,0.0,0.0,0.0
1105879950,0.0,0.0,1.0
1505554999,0.0,0.0,0.0
1256169710,0.0,0.0,0.0
1516009268,0.0,0.0,0.0
1522954429,0.0,0.0,0.0
1238256929,0.0,0.0,0.0
1513330364,0.0,1.0,0.0
1508855090,0.0,0.0,0.0
1524142641,0.0,0.0,0.0
1261643732,0.0,1.0,0.0
1504544964,0.0,0.0,0.0
1500540104,0.0,1.0,0.0
1240844139,0.0,0.0,0.0
1512292032,0.0,0.0,0.0
1281291946,0.0,0.0,0.0
1040797506,0.0,0.0,0.0
1284240883,0.0,0.0,0.0
1511361127,0.0,0.0,0.0
1274124531,0.0,0.0,0.0
1180258185,0.0,0.0,0.0
1515789175,0.0,0.0,0.0
1506167831,0.0,0.0,0.0
1520216181,0.0,0.0,0.0
1198522649,0.0,0.0,0.0
1521102148,0.0,0.0,0.0
1204663103,0.0,0.0,0.0
1523103493,0.0,0.0,0.0
1519322320,0.0,1.0,1.0
1507146887,0.0,0.0,0.0
1176822624,0.0,0.0,0.0
1523383397,0.0,0.0,0.0
1504151801,0.0,0.0,0.0
1160830774,0.0,0.0,0.0
1501933138,0.0,1.0,1.0
1165278394,0.0,0.0,0.0
1519532068,0.0,0.0,0.0
1518694247,0.0,0.0,0.0
1143076610,0.0,0.0,0.0
1509789041,0.0,0.0,0.0
1147190597,0.0,0.0,0.0
1171523813,0.0,0.0,0.0
1509336279,0.0,0.0,0.0
1234272207,0.0,0.0,0.0
1317485109,0.0,0.0,0.0
1262760522,0.0,0.0,1.0
1226971187,0.0,0.0,0.0
1508883257,0.0,1.0,1.0
1242379052,0.0,0.0,0.0
1258154237,0.0,0.0,0.0
1509739998,0.0,0.0,0.0
1506424785,0.0,1.0,1.0
1503091405,0.0,0.0,0.0
1256795918,0.0,0.0,1.0
1511600602,0.0,0.0,0.0
1522173448,0.0,0.0,0.0
1516379214,0.0,0.0,0.0
1506746238,0.0,0.0,0.0
1513247873,0.0,0.0,0.0
1512366073,0.0,0.0,0.0
1185544256,0.0,0.0,0.0
1230927810,0.0,0.0,0.0
1524058670,0.0,0.0,0.0
1505541744,0.0,1.0,0.0
1508832157,0.0,0.0,0.0
1286726427,0.0,1.0,0.0
1179344295,0.0,0.0,0.0
1168267120,0.0,1.0,1.0
1512275124,0.0,0.0,0.0
1500034283,0.0,1.0,0.0
1513559410,0.0,0.0,0.0
1216790457,0.0,0.0,0.0
1507689777,0.0,0.0,0.0
1521832804,0.0,0.0,0.0
1512873749,0.0,0.0,0.0
1303014716,0.0,0.0,0.0
1504022391,0.0,0.0,0.0
1151753105,0.0,1.0,0.0
1206113901,0.0,0.0,0.0
1088931464,0.0,0.0,0.0
1143064009,1.0,1.0,0.0
1506508939,0.0,0.0,0.0
1521060551,0.0,0.0,0.0
1180118163,0.0,0.0,0.0
1504676821,0.0,0.0,0.0
1506040482,0.0,0.0,0.0
1296875683,0.0,0.0,0.0
1507641837,0.0,0.0,0.0
1235066806,0.0,0.0,0.0
1514330731,0.0,0.0,0.0
1511769048,0.0,0.0,0.0
1508751088,0.0,0.0,0.0
1293549674,0.0,0.0,0.0
1522963379,0.0,0.0,0.0
1516268682,0.0,1.0,0.0
1513997783,0.0,0.0,0.0
1502308218,0.0,0.0,0.0
1265951107,0.0,0.0,0.0
1506738795,0.0,0.0,0.0
1108369279,0.0,0.0,0.0
1197650655,0.0,1.0,0.0
1523107423,0.0,0.0,1.0
1522203128,0.0,0.0,0.0
1318385141,0.0,0.0,0.0
1335540622,0.0,0.0,1.0
1052824449,0.0,0.0,1.0
1315257535,0.0,0.0,0.0
1508316847,0.0,0.0,0.0
1166125510,0.0,0.0,0.0
1128800256,0.0,0.0,0.0
1326563992,0.0,0.0,0.0
1509628186,0.0,0.0,0.0
1505709571,0.0,1.0,0.0
1522189202,0.0,1.0,0.0
1323041853,0.0,1.0,0.0
1510600636,0.0,0.0,0.0
1523021000,0.0,0.0,0.0
1091872520,0.0,1.0,1.0
1099136647,0.0,1.0,0.0
1505120665,0.0,1.0,0.0
1227731845,0.0,0.0,0.0
1103524479,0.0,0.0,0.0
1212525492,0.0,1.0,0.0
1509062346,0.0,0.0,0.0
1509833272,0.0,1.0,0.0
1516751416,1.0,0.0,0.0
1182690622,0.0,0.0,0.0
1133692205,0.0,0.0,0.0
1505113172,0.0,0.0,0.0
1518876383,0.0,0.0,0.0
1259770135,0.0,0.0,0.0
1516496449,0.0,0.0,0.0
1503160447,0.0,1.0,0.0
1134080071,0.0,0.0,1.0
1504982381,0.0,0.0,0.0
1522113760,0.0,0.0,0.0
1504899253,0.0,0.0,0.0
1506124643,0.0,0.0,0.0
1500221515,0.0,0.0,0.0
1518512168,0.0,1.0,0.0
1504470246,0.0,0.0,0.0
1161294269,0.0,0.0,0.0
1500021229,0.0,0.0,1.0
1335327898,0.0,0.0,0.0
1505588413,0.0,0.0,0.0
1236489823,0.0,0.0,0.0
1103331454,0.0,0.0,0.0
1511415213,0.0,0.0,0.0
1231041341,0.0,0.0,0.0
1242915050,0.0,0.0,0.0
1502721147,0.0,0.0,0.0
1512451506,0.0,0.0,0.0
1519562477,0.0,0.0,0.0
1520013573,0.0,1.0,0.0
1522518909,0.0,1.0,0.0
1194437531,0.0,1.0,0.0
1185543905,0.0,0.0,1.0
1197245431,0.0,0.0,0.0
1521304378,0.0,0.0,0.0
1277048768,1.0,0.0,0.0
1288048726,0.0,0.0,0.0
1124391789,0.0,0.0,0.0
1523110877,0.0,0.0,0.0
1504460937,0.0,0.0,0.0
1519329763,0.0,1.0,0.0
1503217583,0.0,0.0,0.0
1068072023,1.0,1.0,0.0
1333921524,0.0,0.0,0.0
1135322556,0.0,0.0,0.0
1514269010,0.0,0.0,0.0
1500061864,0.0,1.0,0.0
1501361739,0.0,0.0,0.0
1058410148,0.0,0.0,0.0
1097504434,0.0,1.0,0.0
1269778082,0.0,0.0,0.0
1520363398,0.0,0.0,0.0
1511513859,0.0,0.0,0.0
1274261543,0.0,0.0,0.0
1131663128,0.0,0.0,0.0
1506144148,0.0,1.0,0.0
1302554526,0.0,0.0,0.0
1515432427,0.0,0.0,0.0
1520711234,0.0,1.0,0.0
1256525096,0.0,1.0,0.0
1510813024,0.0,0.0,0.0
1502309213,0.0,0.0,0.0
1133024678,0.0,0.0,0.0
1501240941,0.0,0.0,0.0
1507309343,1.0,0.0,0.0
1297940402,0.0,0.0,0.0
1516321993,0.0,0.0,0.0
1522365066,0.0,0.0,0.0
1282641360,0.0,0.0,0.0
1270182659,0.0,0.0,1.0
1516346524,0.0,0.0,0.0
1500233929,0.0,0.0,0.0
1297028860,0.0,0.0,0.0
1260975358,0.0,1.0,0.0
1514861500,0.0,1.0,1.0
1336314174,0.0,1.0,0.0
1507625430,0.0,0.0,0.0
1505841731,0.0,0.0,0.0
1190679249,0.0,0.0,0.0
1161556444,0.0,0.0,0.0
1511146078,0.0,1.0,0.0
1161870104,0.0,1.0,1.0
1119736036,0.0,0.0,0.0
1520048411,0.0,0.0,0.0
1506610466,0.0,0.0,0.0
1500062866,0.0,0.0,0.0
1505990260,0.0,1.0,0.0
1336680214,0.0,0.0,0.0
1106135038,0.0,1.0,0.0
1342810878,0.0,0.0,0.0
1208364050,0.0,0.0,0.0
1512895601,0.0,0.0,0.0
1513935442,0.0,0.0,0.0
1514677482,0.0,0.0,0.0
1511768359,0.0,1.0,0.0
1278296984,0.0,1.0,0.0
1513180153,0.0,0.0,0.0
1519535726,0.0,0.0,1.0
1217830820,0.0,0.0,0.0
1511354117,0.0,0.0,0.0
1234889574,0.0,0.0,0.0
1505961789,0.0,0.0,0.0
1515385373,0.0,0.0,0.0
1500111640,0.0,0.0,1.0
1239916083,0.0,1.0,1.0
1508021555,0.0,0.0,0.0
1219418690,0.0,0.0,0.0
1502307488,0.0,1.0,0.0
1280892953,0.0,0.0,0.0
1517861559,0.0,0.0,0.0
1324262316,0.0,0.0,0.0
1521497616,0.0,1.0,1.0
1335503963,0.0,0.0,0.0
1511823496,0.0,0.0,0.0
1120554442,0.0,0.0,0.0
1507050846,0.0,0.0,0.0
1153684697,0.0,0.0,0.0
1510323177,0.0,0.0,0.0
1518898133,0.0,1.0,0.0
1505269410,1.0,0.0,0.0
1503686575,0.0,0.0,0.0
1203928506,0.0,0.0,0.0
1516112112,0.0,0.0,0.0
1514947745,0.0,0.0,0.0
1251075882,0.0,1.0,0.0
1504215234,0.0,0.0,0.0
1524180485,0.0,0.0,0.0
1273375819,0.0,0.0,0.0
1512962721,0.0,0.0,0.0
1162549839,0.0,0.0,0.0
1519471073,0.0,1.0,0.0
1510008746,0.0,0.0,0.0
1339894222,0.0,0.0,0.0
1247750319,0.0,0.0,0.0
1522900156,0.0,0.0,0.0
1513080923,0.0,0.0,0.0
1515642432,0.0,0.0,0.0
1208098615,0.0,0.0,0.0
1500514390,0.0,0.0,0.0
1505955100,0.0,0.0,0.0
1259176779,0.0,0.0,0.0
1504898247,0.0,0.0,0.0
1505896382,0.0,0.0,0.0
1506853176,0.0,0.0,0.0
1520453748,0.0,0.0,0.0
1516170722,0.0,0.0,0.0
1266317037,0.0,1.0,0.0
1522782814,0.0,0.0,0.0
1510871574,0.0,0.0,0.0
1500295239,0.0,0.0,0.0
1518935619,0.0,0.0,0.0
1182006692,0.0,1.0,0.0
1515721788,0.0,0.0,0.0
1519724776,0.0,0.0,0.0
1512628405,0.0,1.0,0.0
1514090511,0.0,0.0,0.0
1500149318,0.0,1.0,0.0
1088816357,0.0,0.0,0.0
1507612384,0.0,1.0,0.0
1505701222,0.0,0.0,0.0
1520257525,0.0,0.0,0.0
1204033203,0.0,0.0,1.0
1500948345,0.0,0.0,1.0
1240739527,0.0,0.0,1.0
1523488544,0.0,0.0,0.0
1216252519,0.0,0.0,0.0
1295470851,0.0,1.0,0.0
1351674199,0.0,0.0,0.0
1515700063,0.0,0.0,0.0
1328086081,0.0,0.0,0.0
1504394918,0.0,0.0,0.0
1184378946,0.0,0.0,0.0
1310392235,0.0,0.0,0.0
1512488495,0.0,0.0,0.0
1155149761,0.0,0.0,0.0
1172066076,0.0,0.0,0.0
1505318239,0.0,0.0,0.0
1520296369,0.0,0.0,0.0
1506585600,0.0,0.0,0.0
1522401143,0.0,0.0,0.0
1134650419,0.0,0.0,0.0
1174758287,0.0,1.0,0.0
1334855395,0.0,0.0,0.0
1511980616,0.0,1.0,0.0
1505664311,0.0,0.0,0.0
1512192455,0.0,0.0,0.0
