核心客户号,Y107,Y170,Y130,所属机构,性别,年龄,婚姻,学历,从属行业,理财抗风险等级,客户层级,新老客户标记,五级分类,小微客户类型,消费类资产产品,纯消费性微贷标记,纯质押贷款标记,非储投资偏好,高金融资产标记,购买大额他行理财标记,大额消费标记,信用卡高还款标记,信用卡高端消费标记,优质行业标记,高代发额客户标记,潜在高端客户标记,客户贡献度,客户活跃度,客户渠道偏好,客户金融资产偏好,Rank_107
1167254761,0,1,1,永丰支行,女,68.0,,,,稳健保守型,钻卡,老客户,正常类,小微无贷户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,较高贡献,高活跃,渠道均衡型,资产均衡型,5648
1167284005,1,0,0,铁像寺支行,女,60.0,,,公共管理与社会组织,中庸型,钻卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,高贡献,中活跃,POS交易偏好型,资产均衡型,5587
1167315300,0,1,0,锦江支行,女,67.0,,,,中庸型,银卡,老客户,正常类,非小微客户,,,,非储中保险偏好,,,,,,,,,较低贡献,中活跃,柜台偏好型,基债偏好型,5603
1167381090,0,0,0,金沙支行,女,69.0,,,,中庸型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,从事优质行业,,潜在高端客户,较低贡献,较高活跃,POS交易偏好型,资产均衡型,5675
1167450358,0,0,0,科华支行,女,62.0,已婚,中专或高中,批发和零售业,,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,中贡献,低活跃,POS交易偏好型,活储偏好型,5448
1167661201,0,0,0,骡马市支行,女,48.0,,中专或高中,,,有效户,老客户,正常类,小微有贷已结清客户,住房按揭,,,,,,,,,,,,高贡献,低活跃,POS交易偏好型,贷款偏好型,1185
1167984323,0,0,1,蜀汉支行,女,43.0,已婚,研究生,,温和成长型,有效户,老客户,正常类,非小微客户,,,,非储中基金偏好,,,,,,,,,中贡献,较高活跃,渠道均衡型,基债偏好型,4788
1168243355,0,0,0,营业部,男,46.0,,,电力、燃气及水的生产和供应业,中庸型,钻卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,高贡献,中活跃,POS交易偏好型,资产均衡型,5661
1168409265,0,0,1,东风支行,男,40.0,,,,温和成长型,有效户,老客户,正常类,非小微客户,,,,非储中基金偏好,,,,,,,,,较低贡献,高活跃,渠道均衡型,基债偏好型,5369
1168464735,0,0,0,郫县支行,男,43.0,,研究生,,中庸型,钻卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,高贡献,高活跃,网银偏好型,理财偏好型,4850
1168660621,0,0,0,科华支行,男,44.0,已婚,专科,,,银卡,老客户,正常类,非小微客户,住房按揭,,,,,,,,,,,,高贡献,高活跃,手机银行偏好型,贷款偏好型,5083
1168803633,0,0,0,科华支行,女,55.0,已婚,本科,,中庸型,金卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,高贡献,中活跃,网银偏好型,资产均衡型,5517
1168811704,0,0,0,金牛支行,男,52.0,,,,,有效户,老客户,正常类,小微有贷未结清客户,,,,,,,,,,,,,较高贡献,高活跃,网银偏好型,贷款偏好型,1384
1168813164,0,0,0,永丰支行,女,37.0,已婚,专科,,,有效户,老客户,正常类,小微无贷户,,,,,,,,,,从事优质行业,高代发额客户,潜在高端客户,中贡献,低活跃,网银偏好型,活储偏好型,3328
1168881509,0,1,1,滨江支行,男,39.0,,,制造业,稳健保守型,银卡,老客户,正常类,小微有贷未结清客户,,,,非储中保险偏好,,,大额消费行为,信用卡高还款额,信用卡高消费额,,,潜在高端客户,高贡献,高活跃,渠道均衡型,贷款偏好型,5427
1169072027,0,0,0,分行本级,男,59.0,已婚,中专或高中,居民服务和其他服务业,,有效户,老客户,正常类,小微有贷未结清客户,,,,,,,,信用卡高还款额,信用卡高消费额,,,潜在高端客户,高贡献,高活跃,手机银行偏好型,贷款偏好型,288
1169119132,0,0,0,青羊支行,男,47.0,已婚,中专或高中,,,银卡,老客户,正常类,非小微客户,住房按揭,,,,,,,,,,,,高贡献,中活跃,自助设备偏好型,贷款偏好型,4830
1169191550,0,1,0,蜀汉支行,女,45.0,,本科,,积极成长型,有效户,老客户,正常类,非小微客户,,,,非储中保险偏好,,,,,,,,,中贡献,中活跃,渠道均衡型,基债偏好型,3257
1169251998,0,0,0,营业部,男,38.0,,本科,居民服务和其他服务业,,有效户,老客户,正常类,非小微客户,住房按揭,,,,,,,,,,,,高贡献,中活跃,柜台偏好型,贷款偏好型,3533
1169338522,0,0,1,经开区支行,女,54.0,,专科,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,较高活跃,POS交易偏好型,资产均衡型,2978
1169668386,0,1,0,营业部,女,64.0,已婚,,,中庸型,银卡,老客户,正常类,非小微客户,,,,非储中保险偏好,,,,,,,,,较高贡献,较高活跃,柜台偏好型,资产均衡型,3615
1169700016,0,0,0,神仙树支行,男,71.0,,,,中庸型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较低贡献,中活跃,自助设备偏好型,理财偏好型,3062
1170005215,0,0,0,分行本级,女,42.0,已婚,本科,居民服务和其他服务业,温和成长型,钻卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,信用卡高还款额,,,,潜在高端客户,高贡献,高活跃,POS交易偏好型,资产均衡型,1682
1170046818,0,0,0,滨江支行,女,41.0,,,,中庸型,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,较低贡献,较高活跃,渠道均衡型,活储偏好型,1004
1170066912,1,0,0,东风支行,女,72.0,,,,稳健保守型,金卡,老客户,正常类,非小微客户,,,,,高金融资产,,,,,,,潜在高端客户,高贡献,较高活跃,柜台偏好型,定存偏好型,1778
1170238554,0,0,0,分行公用,男,30.0,,,,,有效户,新客户,正常类,非小微客户,,,,,,,,,,,,,低贡献,中活跃,渠道均衡型,活储偏好型,5524
1170359974,0,1,1,科华支行,女,49.0,已婚,本科,,温和成长型,有效户,老客户,正常类,非小微客户,,,,非储中保险偏好,,,,,,,,,中贡献,中活跃,手机银行偏好型,基债偏好型,673
1170536072,0,0,0,分行公用,女,31.0,,,,,有效户,新客户,正常类,非小微客户,,,,,,,,,,,,,中贡献,高活跃,手机银行偏好型,定存偏好型,4775
1170793335,0,1,0,科华支行,男,40.0,已婚,中专或高中,,,银卡,老客户,正常类,非小微客户,住房按揭,,,非储中保险偏好,,,,,,,,,较高贡献,较高活跃,自助设备偏好型,贷款偏好型,5248
1171049260,0,0,0,永丰支行,女,49.0,已婚,本科,,,银卡,老客户,正常类,非小微客户,住房按揭,,,,,,,,,,,,高贡献,高活跃,POS交易偏好型,定存偏好型,4610
1171121741,0,0,1,永丰支行,男,65.0,已婚,本科,,稳健保守型,金卡,老客户,正常类,非小微客户,,,,非储中基金偏好,,,,,,,,,较高贡献,较高活跃,自助设备偏好型,基债偏好型,3812
1171213993,0,1,0,永丰支行,女,61.0,,,,,银卡,老客户,正常类,非小微客户,,,,非储中保险偏好,,,,,,,,,高贡献,中活跃,柜台偏好型,定存偏好型,0
1171447392,0,0,1,经开区支行,女,55.0,已婚,本科,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,,高金融资产,,,,,,,潜在高端客户,高贡献,高活跃,渠道均衡型,定存偏好型,567
1171523813,0,0,0,营业部,女,54.0,,,卫生、社会保障和社会福利业,中庸型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,较高活跃,自助设备偏好型,资产均衡型,4696
1171557431,0,0,0,科华支行,女,79.0,,,,中庸型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,较高活跃,网银偏好型,基债偏好型,5039
1171571536,0,1,0,科华支行,女,60.0,离异,中专或高中,,稳健保守型,银卡,老客户,正常类,非小微客户,住房按揭,,,非储中保险偏好,,,,,,,,,较高贡献,较高活跃,柜台偏好型,基债偏好型,2038
1171728193,0,1,0,九眼桥支行,女,41.0,,,,中庸型,金卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,较高贡献,较高活跃,柜台偏好型,理财偏好型,4415
1172066490,0,0,1,神仙树支行,女,78.0,,,,积极成长型,银卡,老客户,正常类,非小微客户,,,,非储中基金偏好,,,,,,,,,较高贡献,高活跃,POS交易偏好型,基债偏好型,3787
1172726612,0,1,1,双流支行,女,34.0,已婚,本科,,温和成长型,金卡,老客户,正常类,小微无贷户,,,,非储中理财偏好,,,,,,,,,中贡献,高活跃,渠道均衡型,资产均衡型,4303
1172726637,0,0,0,神仙树支行,男,36.0,,研究生,,稳健保守型,有效户,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较低贡献,低活跃,POS交易偏好型,理财偏好型,3043
1172860812,0,1,0,科华支行,女,58.0,,,,中庸型,金卡,新客户,正常类,小微无贷户,,,,非储中保险偏好,高金融资产,,,,,,,潜在高端客户,低贡献,较高活跃,柜台偏好型,基债偏好型,1554
1172869559,0,1,0,建设路支行,男,55.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中保险偏好,,,,,,,,,中贡献,低活跃,自助设备偏好型,基债偏好型,3313
1172942577,0,0,0,永丰支行,男,77.0,已婚,专科,卫生、社会保障和社会福利业,中庸型,银卡,老客户,正常类,非小微客户,,,,,,,,,,,,,高贡献,低活跃,柜台偏好型,定存偏好型,1139
1173240887,0,1,0,铁像寺支行,女,67.0,,,,,钻卡,老客户,正常类,非小微客户,,,,非储中保险偏好,高金融资产,,,,,,,潜在高端客户,高贡献,中活跃,柜台偏好型,定存偏好型,965
1173302107,1,0,0,金牛支行,女,36.0,,,,中庸型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,高活跃,手机银行偏好型,资产均衡型,3085
1173505301,0,0,0,营业部,男,37.0,,,,,有效户,老客户,正常类,小微无贷户,,,,,,,,,,,,,中贡献,高活跃,渠道均衡型,活储偏好型,3403
1173646402,1,0,1,光华支行,女,60.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,较高活跃,POS交易偏好型,资产均衡型,5658
1173957500,1,0,1,高新支行,女,74.0,,,,积极成长型,金卡,老客户,正常类,非小微客户,,,,非储中基金偏好,高金融资产,,,,,,,潜在高端客户,较高贡献,较高活跃,手机银行偏好型,基债偏好型,5409
1173959325,1,0,0,滨江支行,女,79.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,从事优质行业,,潜在高端客户,中贡献,较高活跃,自助设备偏好型,理财偏好型,4206
1174171279,0,0,0,小微业务三部,女,40.0,,本科,,,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,较高贡献,中活跃,手机银行偏好型,定存偏好型,3026
1174212581,0,1,1,铁像寺支行,女,53.0,,,公共管理与社会组织,积极成长型,金卡,老客户,正常类,非小微客户,,,,非储中基金偏好,高金融资产,,,,,,,潜在高端客户,中贡献,中活跃,手机银行偏好型,基债偏好型,337
1174515152,1,0,1,神仙树支行,女,48.0,,,,温和成长型,银卡,老客户,正常类,小微无贷户,,,,,,,,,,,,,中贡献,高活跃,自助设备偏好型,定存偏好型,5452
1174798346,0,0,0,科华支行,女,40.0,,,,,有效户,老客户,正常类,非小微客户,,,,,,,,,,从事优质行业,高代发额客户,潜在高端客户,低贡献,高活跃,渠道均衡型,基债偏好型,5114
1174882875,0,0,0,分行本级,女,50.0,,,,中庸型,钻卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,从事优质行业,高代发额客户,潜在高端客户,高贡献,高活跃,渠道均衡型,资产均衡型,1407
1174893807,1,0,0,青羊支行,男,33.0,,,,非常保守型,金卡,新客户,正常类,非小微客户,,,,,,,,,,,,,中贡献,中活跃,柜台偏好型,定存偏好型,3333
1175232724,1,0,0,营业部,女,51.0,,,,稳健保守型,金卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,高贡献,高活跃,POS交易偏好型,资产均衡型,4470
1175505093,0,0,0,神仙树支行,女,42.0,,本科,,,银卡,老客户,正常类,非小微客户,,,,,,,,,,,,,较高贡献,高活跃,POS交易偏好型,定存偏好型,4814
1175728724,0,0,0,滨江支行,男,42.0,,,,,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,中贡献,低活跃,柜台偏好型,定存偏好型,114
1175941297,0,0,0,滨江支行,男,59.0,,,,,银卡,老客户,正常类,非小微客户,,,,,,,,,,,,,高贡献,较高活跃,柜台偏好型,定存偏好型,477
1176057131,0,1,1,东风支行,女,62.0,已婚,专科,,中庸型,银卡,老客户,正常类,非小微客户,,,,非储中基金偏好,,,,,,,,,中贡献,较高活跃,自助设备偏好型,基债偏好型,4896
1176186592,0,0,0,科华支行,男,71.0,,,,稳健保守型,有效户,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,中活跃,柜台偏好型,理财偏好型,2792
1176403456,1,0,0,滨江支行,男,77.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较低贡献,较高活跃,POS交易偏好型,资产均衡型,3935
1176409582,1,0,0,蜀汉支行,男,62.0,,,公共管理与社会组织,中庸型,有效户,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,中活跃,POS交易偏好型,资产均衡型,2678
1176503374,0,0,0,神仙树支行,女,41.0,,,公共管理与社会组织,中庸型,金卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,高贡献,中活跃,柜台偏好型,活储偏好型,2397
1176507522,0,0,0,永丰支行,女,36.0,,,,温和成长型,有效户,新客户,正常类,小微无贷户,,,,非储中理财偏好,,,,,,,,,低贡献,中活跃,手机银行偏好型,理财偏好型,3685
1176670805,0,0,0,科华支行,男,54.0,,,,,金卡,老客户,正常类,非小微客户,,,,,高金融资产,,,信用卡高还款额,信用卡高消费额,,,潜在高端客户,高贡献,高活跃,柜台偏好型,活储偏好型,974
1176724197,0,0,1,永丰支行,女,46.0,已婚,研究生,,中庸型,钻卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,高贡献,高活跃,渠道均衡型,理财偏好型,4886
1176822624,0,0,0,科华支行,女,47.0,,,,,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,中贡献,高活跃,渠道均衡型,活储偏好型,5082
1176832522,0,1,0,光华支行,男,44.0,已婚,专科,批发和零售业,,有效户,老客户,关注类,小微有贷未结清客户,,,,非储中保险偏好,,,,,,,,,高贡献,低活跃,自助设备偏好型,贷款偏好型,2481
1176872718,0,0,0,蜀汉支行,男,46.0,离异,本科,,,无效户,老客户,正常类,非小微客户,消费型微贷,纯消费类微贷客户,,,,,,,,从事优质行业,,潜在高端客户,较高贡献,较高活跃,自助设备偏好型,贷款偏好型,4416
1177019273,0,0,0,荷花池支行,女,54.0,,专科,,,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,中贡献,低活跃,POS交易偏好型,定存偏好型,5421
1177076937,1,0,0,永丰支行,男,89.0,,,公共管理与社会组织,中庸型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,较高活跃,柜台偏好型,定存偏好型,2997
1177196113,0,0,0,西体路支行,女,36.0,,专科,,,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,低贡献,较高活跃,网银偏好型,基债偏好型,3618
1177210297,0,1,1,分行本级,女,51.0,已婚,本科,信息传输、计算机服务和软件业,温和成长型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,较高贡献,较高活跃,柜台偏好型,资产均衡型,1753
1177673113,0,0,0,建设路支行,女,40.0,,,公共管理与社会组织,中庸型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,较高活跃,自助设备偏好型,理财偏好型,4444
1177793496,0,0,0,光华支行,女,33.0,,,,稳健保守型,银卡,新客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,低贡献,较高活跃,POS交易偏好型,理财偏好型,267
1178024995,1,1,0,金沙支行,女,51.0,,,公共管理与社会组织,中庸型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,高活跃,网银偏好型,资产均衡型,4352
1178062318,0,0,0,营业部,女,78.0,,,,稳健保守型,金卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,高贡献,较高活跃,POS交易偏好型,资产均衡型,4685
1178099282,0,0,0,神仙树支行,女,39.0,,,公共管理与社会组织,稳健保守型,私人,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,高贡献,高活跃,手机银行偏好型,理财偏好型,4578
1178244952,0,0,0,荷花池支行,女,62.0,,,,稳健保守型,有效户,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较低贡献,较高活跃,柜台偏好型,资产均衡型,4484
1178258167,0,0,0,九眼桥支行,女,73.0,,,,稳健保守型,有效户,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,低贡献,中活跃,柜台偏好型,资产均衡型,4633
1178641096,0,0,0,金牛支行,女,38.0,已婚,本科,公共管理与社会组织,积极成长型,有效户,老客户,正常类,非小微客户,,,,,高金融资产,,大额消费行为,信用卡高还款额,,从事优质行业,高代发额客户,潜在高端客户,较高贡献,高活跃,柜台偏好型,活储偏好型,3132
1178720182,1,1,1,神仙树支行,女,66.0,,,公共管理与社会组织,中庸型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,较高活跃,柜台偏好型,资产均衡型,4840
1178751442,0,0,0,滨江支行,女,82.0,,,,,无效户,老客户,正常类,非小微客户,,,,,,,,,,,,,较高贡献,中活跃,渠道均衡型,活储偏好型,5460
1178805051,0,0,0,营业部,女,38.0,,专科,,积极成长型,银卡,老客户,正常类,非小微客户,,,,,,,,,,,,,中贡献,高活跃,渠道均衡型,基债偏好型,3666
1178901110,0,1,1,金沙支行,女,61.0,,,,温和成长型,金卡,老客户,正常类,非小微客户,,,,非储中基金偏好,高金融资产,,,,,,,潜在高端客户,较高贡献,较高活跃,柜台偏好型,基债偏好型,5404
1179322949,0,0,0,郫县支行,女,66.0,已婚,本科,,中庸型,银卡,老客户,正常类,非小微客户,,,,,,,,,,,,,高贡献,高活跃,POS交易偏好型,定存偏好型,3339
1179621474,1,0,1,神仙树支行,女,70.0,,,公共管理与社会组织,温和成长型,钻卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,高贡献,较高活跃,POS交易偏好型,资产均衡型,1598
1179788300,1,0,0,西体路支行,女,49.0,,,,中庸型,私人,老客户,正常类,非小微客户,,,,非储中基金偏好,高金融资产,,,,,,,潜在高端客户,高贡献,高活跃,柜台偏好型,基债偏好型,4131
1179801910,0,1,0,神仙树支行,女,66.0,,,公共管理与社会组织,中庸型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,大额消费行为,,,,,潜在高端客户,中贡献,较高活跃,手机银行偏好型,理财偏好型,5447
1179838592,0,0,0,分行本级,女,45.0,已婚,,公共管理与社会组织,,有效户,老客户,正常类,小微无贷户,,,,,,,,,,从事优质行业,高代发额客户,潜在高端客户,中贡献,较高活跃,渠道均衡型,定存偏好型,2705
1180118163,0,0,0,东风支行,女,49.0,,,建筑业,中庸型,银卡,老客户,正常类,非小微客户,,,,,,,,信用卡高还款额,信用卡高消费额,,,潜在高端客户,较高贡献,较高活跃,自助设备偏好型,基债偏好型,1209
1180149934,0,0,0,新都支行,女,36.0,,专科,,中庸型,银卡,老客户,正常类,非小微客户,,,,,高金融资产,,,,,,,潜在高端客户,高贡献,高活跃,网银偏好型,定存偏好型,2021
1180258185,0,0,0,骡马市支行,男,51.0,已婚,专科,,,无效户,老客户,正常类,非小微客户,住房按揭,,,,,,,,,,,,高贡献,低活跃,POS交易偏好型,贷款偏好型,2893
1180575158,0,0,0,九眼桥支行,女,77.0,,,公共管理与社会组织,中庸型,私人,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,高贡献,高活跃,POS交易偏好型,资产均衡型,1804
1180616621,0,0,0,西体路支行,女,85.0,,,,中庸型,银卡,老客户,正常类,非小微客户,,,,,,,,,,,,,高贡献,高活跃,POS交易偏好型,定存偏好型,269
1180680677,0,1,0,郫县支行,女,51.0,,,,中庸型,金卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,高贡献,高活跃,POS交易偏好型,资产均衡型,5583
1180723025,0,0,0,郫县支行,男,47.0,,,公共管理与社会组织,,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,较高贡献,较高活跃,POS交易偏好型,定存偏好型,4476
1180796964,1,0,0,蜀汉支行,女,45.0,,,,中庸型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,中活跃,POS交易偏好型,活储偏好型,4913
1180823442,0,1,0,荷花池支行,女,37.0,,,,稳健保守型,银卡,老客户,正常类,小微无贷户,,,,非储中保险偏好,,,,,,,,,高贡献,高活跃,渠道均衡型,活储偏好型,2709
1180872436,0,0,0,铁像寺支行,女,49.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,,,,,,,,,,高贡献,低活跃,POS交易偏好型,定存偏好型,5044
1180885271,0,0,0,神仙树支行,女,43.0,,,,温和成长型,钻卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,信用卡高还款额,,,,潜在高端客户,高贡献,高活跃,手机银行偏好型,资产均衡型,4726
1181106399,0,0,0,科华支行,女,41.0,,,,,银卡,老客户,正常类,非小微客户,,,,,,,,,,,,,高贡献,较高活跃,网银偏好型,定存偏好型,5061
1181233102,0,0,0,铁像寺支行,女,66.0,已婚,本科,,稳健保守型,有效户,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较低贡献,低活跃,手机银行偏好型,理财偏好型,5092
1181976316,0,0,0,营业部,男,75.0,,,,稳健保守型,钻卡,老客户,正常类,非小微客户,,,,,高金融资产,,,,,,,潜在高端客户,高贡献,高活跃,POS交易偏好型,定存偏好型,2476
1182006692,0,0,1,神仙树支行,女,54.0,,,公共管理与社会组织,中庸型,钻卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,大额消费行为,信用卡高还款额,信用卡高消费额,,,潜在高端客户,高贡献,高活跃,POS交易偏好型,资产均衡型,3526
1182072588,0,0,0,荷花池支行,女,36.0,,,,,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,中贡献,低活跃,POS交易偏好型,活储偏好型,3206
1182178926,0,1,0,九眼桥支行,女,47.0,,,,温和成长型,金卡,老客户,正常类,非小微客户,,,,非储中保险偏好,,,,,,,,,较高贡献,高活跃,网银偏好型,基债偏好型,2781
1182301677,0,1,0,神仙树支行,女,64.0,,,,温和成长型,有效户,老客户,正常类,小微无贷户,,,,非储中理财偏好,,,,,,,,,较低贡献,中活跃,自助设备偏好型,理财偏好型,1731
1182302761,0,1,0,锦兴支行,女,59.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,较高活跃,柜台偏好型,资产均衡型,3819
1182389290,0,1,0,经开区支行,女,66.0,,,,中庸型,银卡,老客户,正常类,小微无贷户,,,,非储中保险偏好,,,,,,,,,低贡献,较高活跃,自助设备偏好型,基债偏好型,4084
1182433355,0,1,0,西体路支行,女,54.0,,,,,有效户,老客户,正常类,非小微客户,,,,非储中保险偏好,,,,,,,,,较低贡献,中活跃,柜台偏好型,定存偏好型,1386
1182451607,0,1,0,滨江支行,女,55.0,,,卫生、社会保障和社会福利业,,有效户,新客户,正常类,小微无贷户,,,,非储中保险偏好,,,,,,,,,中贡献,低活跃,柜台偏好型,定存偏好型,4437
1182577924,0,1,0,锦江支行,女,49.0,,,,中庸型,有效户,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,低贡献,较高活跃,自助设备偏好型,理财偏好型,5096
1182584474,0,1,0,郫县支行,女,53.0,,,公共管理与社会组织,稳健保守型,有效户,老客户,正常类,非小微客户,,,,非储中保险偏好,,,,,,,,,高贡献,高活跃,自助设备偏好型,定存偏好型,869
1182599149,0,0,0,东风支行,男,37.0,,,,,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,中贡献,高活跃,渠道均衡型,定存偏好型,3909
1182599615,0,0,0,分行本级,男,49.0,,,,中庸型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,较高活跃,手机银行偏好型,资产均衡型,2404
1182639389,1,0,0,西体路支行,男,59.0,未婚,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,,,,,,,,,,较高贡献,高活跃,POS交易偏好型,定存偏好型,2798
1183405591,0,1,0,永丰支行,女,51.0,,,,温和成长型,银卡,老客户,正常类,非小微客户,,,,非储中保险偏好,,,,,,,,,较低贡献,中活跃,自助设备偏好型,基债偏好型,79
1183608998,0,0,0,神仙树支行,男,53.0,已婚,博士及以上,,中庸型,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,中贡献,低活跃,POS交易偏好型,活储偏好型,1981
1183660040,0,0,0,铁像寺支行,男,80.0,,,,中庸型,有效户,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,低活跃,POS交易偏好型,理财偏好型,3813
1183679238,0,0,0,东风支行,男,56.0,已婚,中专或高中,,,银卡,老客户,正常类,非小微客户,住房按揭,,,,,,,,,,高代发额客户,潜在高端客户,高贡献,较高活跃,网银偏好型,贷款偏好型,3865
1183704330,1,1,0,滨江支行,女,64.0,,,,稳健保守型,金卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,高贡献,高活跃,POS交易偏好型,资产均衡型,2673
1183888938,0,0,0,营业部,男,83.0,,,,,银卡,新客户,正常类,非小微客户,,,,,,,,,,,,,高贡献,低活跃,柜台偏好型,定存偏好型,5419
1184227747,0,0,0,青羊支行,男,50.0,,,公共管理与社会组织,,有效户,老客户,正常类,非小微客户,消费型微贷,纯消费类微贷客户,,,,,,,,,,,较高贡献,较高活跃,POS交易偏好型,贷款偏好型,4982
1184243702,1,0,0,金牛支行,男,48.0,,,,中庸型,有效户,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,较高活跃,网银偏好型,理财偏好型,3707
1184351140,0,1,0,九眼桥支行,男,48.0,,,电力、燃气及水的生产和供应业,,银卡,老客户,正常类,非小微客户,,,,非储中保险偏好,,,,信用卡高还款额,信用卡高消费额,,,潜在高端客户,高贡献,较高活跃,自助设备偏好型,定存偏好型,3233
1184369256,0,0,0,光华支行,女,38.0,,研究生,,中庸型,银卡,新客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较低贡献,高活跃,手机银行偏好型,资产均衡型,2725
1184378946,0,0,0,滨江支行,男,54.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,较高活跃,手机银行偏好型,理财偏好型,575
1184581066,0,0,0,清江支行,女,45.0,,,,中庸型,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,较高贡献,低活跃,POS交易偏好型,活储偏好型,2226
1184689365,0,0,0,清江支行,女,31.0,,,,稳健保守型,无效户,老客户,正常类,非小微客户,,,,,,,,,,,,,中贡献,较高活跃,渠道均衡型,定存偏好型,3472
1184870194,1,0,0,锦兴支行,女,47.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,较高活跃,手机银行偏好型,理财偏好型,1830
